,test_case,minimization_time,input_size,cost_model,variant,module_bundle_time,selection_time,runner,run,server_load_time,server_exec_time,client_load_time,client_exec_time,selection_scheme
0,biomatch,10,1024,hycc,,0.0,0.0,CIRCUIT-SIM,0,10.4518,25.7153,,,
1,biomatch,10,1024,hycc,,0.0,0.0,CIRCUIT-SIM,1,10.4394,25.7146,,,
2,biomatch,10,1024,hycc,,0.0,0.0,ABY-HYCC,2,10.4461,25.7065,,,
3,biomatch,10,1024,hycc,,0.0,0.0,ABY-HYCC,0,47.4154,3.71277,47.601,3.52233,
4,biomatch,10,1024,hycc,,0.0,0.0,ABY-HYCC,1,48.3763,3.47874,47.5658,4.28612,
5,biomatch,10,1024,hycc,,0.0,0.0,ABY-HYCC,2,47.409,4.32502,48.1689,3.56192,
6,biomatch,10,1024,hycc,['--all-variants'],0.03628897666931152,6.305784702301025,ABY-HYCC,0,77.5596,3.34013,76.1432,4.75515,yaonly
7,biomatch,10,1024,hycc,['--all-variants'],0.03628897666931152,6.305784702301025,ABY-HYCC,1,77.6977,3.51311,76.0155,5.19211,yaonly
8,biomatch,10,1024,hycc,['--all-variants'],0.03628897666931152,6.305784702301025,ABY-HYCC,2,74.5115,6.49275,77.958,3.04347,yaonly
9,biomatch,10,1024,hycc,['--all-variants'],0.03628897666931152,6.305784702301025,ABY-HYCC,0,1.72034,0.550177,1.54104,0.726533,yaohybrid
10,biomatch,10,1024,hycc,['--all-variants'],0.03628897666931152,6.305784702301025,ABY-HYCC,1,1.68839,0.549095,1.51571,0.717829,yaohybrid
11,biomatch,10,1024,hycc,['--all-variants'],0.03628897666931152,6.305784702301025,ABY-HYCC,2,1.6595,0.539753,1.50578,0.689862,yaohybrid
12,biomatch,10,1024,hycc,['--all-variants'],0.03628897666931152,6.305784702301025,ABY-HYCC,0,74.5689,4.99664,71.6346,7.92739,gmwonly
13,biomatch,10,1024,hycc,['--all-variants'],0.03628897666931152,6.305784702301025,ABY-HYCC,1,74.5771,5.14513,72.8272,6.89203,gmwonly
14,biomatch,10,1024,hycc,['--all-variants'],0.03628897666931152,6.305784702301025,ABY-HYCC,2,71.5266,8.34999,74.8235,5.04811,gmwonly
15,biomatch,10,1024,hycc,['--all-variants'],0.03628897666931152,6.305784702301025,ABY-HYCC,0,1.84828,0.696358,1.6553,0.886515,gmwhybrid
16,biomatch,10,1024,hycc,['--all-variants'],0.03628897666931152,6.305784702301025,ABY-HYCC,1,1.68885,0.76646,1.80519,0.645334,gmwhybrid
17,biomatch,10,1024,hycc,['--all-variants'],0.03628897666931152,6.305784702301025,ABY-HYCC,2,1.76645,0.768608,1.72547,0.806467,gmwhybrid
18,biomatch,10,1024,hycc,['--all-variants'],0.03628897666931152,6.305784702301025,ABY-HYCC,0,2.65734,0.927087,2.89467,0.686939,ps_optimized
19,biomatch,10,1024,hycc,['--all-variants'],0.03628897666931152,6.305784702301025,ABY-HYCC,1,2.91741,0.841982,2.50665,1.24952,ps_optimized
20,biomatch,10,1024,hycc,['--all-variants'],0.03628897666931152,6.305784702301025,ABY-HYCC,2,2.90437,0.810118,2.46029,1.25275,ps_optimized
