,test_case,minimization_time,input_size,cost_model,variant,module_bundle_time,selection_time,runner,run,server_load_time,server_exec_time,client_load_time,client_exec_time,selection_scheme
0,biomatch,10,512,hycc,,0.0,0.0,CIRCUIT-SIM,0,5.25306,12.5397,,,
1,biomatch,10,512,hycc,,0.0,0.0,CIRCUIT-SIM,1,5.20628,12.5017,,,
2,biomatch,10,512,hycc,,0.0,0.0,ABY-HYCC,2,5.20332,12.5233,,,
3,biomatch,10,512,hycc,,0.0,0.0,ABY-HYCC,0,22.2013,2.89766,23.1409,1.95295,
4,biomatch,10,512,hycc,,0.0,0.0,ABY-HYCC,1,22.8969,1.99093,22.5464,2.33768,
5,biomatch,10,512,hycc,,0.0,0.0,ABY-HYCC,2,22.5643,2.90062,23.4785,1.98344,
6,biomatch,10,512,hycc,['--all-variants'],0.026638507843017578,4.079412221908569,ABY-HYCC,0,39.8034,1.81374,38.0474,3.56664,yaonly
7,biomatch,10,512,hycc,['--all-variants'],0.026638507843017578,4.079412221908569,ABY-HYCC,1,38.1907,2.68992,39.2244,1.65313,yaonly
8,biomatch,10,512,hycc,['--all-variants'],0.026638507843017578,4.079412221908569,ABY-HYCC,2,37.9666,3.50517,39.8242,1.6448,yaonly
9,biomatch,10,512,hycc,['--all-variants'],0.026638507843017578,4.079412221908569,ABY-HYCC,0,0.809639,0.394752,0.741801,0.459494,yaohybrid
10,biomatch,10,512,hycc,['--all-variants'],0.026638507843017578,4.079412221908569,ABY-HYCC,1,0.727137,0.495985,0.805807,0.415596,yaohybrid
11,biomatch,10,512,hycc,['--all-variants'],0.026638507843017578,4.079412221908569,ABY-HYCC,2,0.77518,0.503373,0.866888,0.4087,yaohybrid
12,biomatch,10,512,hycc,['--all-variants'],0.026638507843017578,4.079412221908569,ABY-HYCC,0,35.0326,4.42183,36.7378,2.7135,gmwonly
13,biomatch,10,512,hycc,['--all-variants'],0.026638507843017578,4.079412221908569,ABY-HYCC,1,36.7077,3.05872,35.2461,4.51587,gmwonly
14,biomatch,10,512,hycc,['--all-variants'],0.026638507843017578,4.079412221908569,ABY-HYCC,2,37.2341,2.60351,35.3658,4.47016,gmwonly
15,biomatch,10,512,hycc,['--all-variants'],0.026638507843017578,4.079412221908569,ABY-HYCC,0,0.889265,0.434076,0.8781,0.441711,gmwhybrid
16,biomatch,10,512,hycc,['--all-variants'],0.026638507843017578,4.079412221908569,ABY-HYCC,1,0.853146,0.449738,0.788256,0.512039,gmwhybrid
17,biomatch,10,512,hycc,['--all-variants'],0.026638507843017578,4.079412221908569,ABY-HYCC,2,0.904092,0.428452,0.823173,0.507301,gmwhybrid
18,biomatch,10,512,hycc,['--all-variants'],0.026638507843017578,4.079412221908569,ABY-HYCC,0,1.28369,0.536919,1.35328,0.463221,ps_optimized
19,biomatch,10,512,hycc,['--all-variants'],0.026638507843017578,4.079412221908569,ABY-HYCC,1,1.27258,0.468433,1.14967,0.588666,ps_optimized
20,biomatch,10,512,hycc,['--all-variants'],0.026638507843017578,4.079412221908569,ABY-HYCC,2,1.18487,0.569771,1.30863,0.442232,ps_optimized
