,test_case,minimization_time,input_size,cost_model,variant,module_bundle_time,selection_time,runner,run,server_load_time,server_exec_time,client_load_time,client_exec_time,selection_scheme
0,biomatch,0,256,hycc,,0.0,0.0,CIRCUIT-SIM,0,2.59979,6.15383,,,
1,biomatch,0,256,hycc,,0.0,0.0,CIRCUIT-SIM,1,2.65199,6.16493,,,
2,biomatch,0,256,hycc,,0.0,0.0,ABY-HYCC,2,2.61177,6.15687,,,
3,biomatch,0,256,hycc,,0.0,0.0,ABY-HYCC,0,11.3211,1.17572,10.7508,1.74075,
4,biomatch,0,256,hycc,,0.0,0.0,ABY-HYCC,1,11.7869,1.21676,10.8637,2.13669,
5,biomatch,0,256,hycc,,0.0,0.0,ABY-HYCC,2,10.9755,1.12497,10.675,1.42335,
6,biomatch,0,256,hycc,['--all-variants'],0.0268099308013916,2.800278663635254,ABY-HYCC,0,19.7559,1.08727,19.7389,1.10423,yaonly
7,biomatch,0,256,hycc,['--all-variants'],0.0268099308013916,2.800278663635254,ABY-HYCC,1,19.9687,1.21212,19.5028,1.67497,yaonly
8,biomatch,0,256,hycc,['--all-variants'],0.0268099308013916,2.800278663635254,ABY-HYCC,2,19.6621,1.20027,19.7335,1.12625,yaonly
9,biomatch,0,256,hycc,['--all-variants'],0.0268099308013916,2.800278663635254,ABY-HYCC,0,0.373768,0.329767,0.379177,0.321361,yaohybrid
10,biomatch,0,256,hycc,['--all-variants'],0.0268099308013916,2.800278663635254,ABY-HYCC,1,0.343166,0.361303,0.380199,0.323435,yaohybrid
11,biomatch,0,256,hycc,['--all-variants'],0.0268099308013916,2.800278663635254,ABY-HYCC,2,0.394,0.35617,0.337755,0.410235,yaohybrid
12,biomatch,0,256,hycc,['--all-variants'],0.0268099308013916,2.800278663635254,ABY-HYCC,0,20.9116,3.25908,20.629,3.54068,gmwonly
13,biomatch,0,256,hycc,['--all-variants'],0.0268099308013916,2.800278663635254,ABY-HYCC,1,20.7006,3.76888,20.9214,3.54498,gmwonly
14,biomatch,0,256,hycc,['--all-variants'],0.0268099308013916,2.800278663635254,ABY-HYCC,2,20.6948,2.52357,20.9338,2.28151,gmwonly
15,biomatch,0,256,hycc,['--all-variants'],0.0268099308013916,2.800278663635254,ABY-HYCC,0,0.426813,0.368053,0.392291,0.399902,gmwhybrid
16,biomatch,0,256,hycc,['--all-variants'],0.0268099308013916,2.800278663635254,ABY-HYCC,1,0.38934,0.344636,0.38703,0.344714,gmwhybrid
17,biomatch,0,256,hycc,['--all-variants'],0.0268099308013916,2.800278663635254,ABY-HYCC,2,0.399741,0.354602,0.387205,0.365111,gmwhybrid
18,biomatch,0,256,hycc,['--all-variants'],0.0268099308013916,2.800278663635254,ABY-HYCC,0,0.632092,0.346232,0.630528,0.346026,ps_optimized
19,biomatch,0,256,hycc,['--all-variants'],0.0268099308013916,2.800278663635254,ABY-HYCC,1,0.650659,0.354852,0.575299,0.427326,ps_optimized
20,biomatch,0,256,hycc,['--all-variants'],0.0268099308013916,2.800278663635254,ABY-HYCC,2,0.63979,0.364012,0.605763,0.395343,ps_optimized
