,selection_scheme,test_case,input_size,num_parts,mutation_level,mutation_step_size,run,cost_model,ilp_cost,op_cost,conv_cost,compile_time,server_exec_time,server_load_time,server_total_time,client_exec_time,client_load_time,client_total_time,num_nodes,avg_partition_size,ilp_time,comb_time,part_time
0,b,biomatch,2048,12,2,1,0,hycc,33463085.056001026,33463085.056001026,0.0,10.469753989,0.0,0.0,0.0,0.0,0.0,0.0,34820.0,2901.0,0.0,0.0,0.0
1,b,biomatch,2048,12,2,1,1,hycc,33463085.056001026,33463085.056001026,0.0,10.71138645,0.0,0.0,0.0,0.0,0.0,0.0,34820.0,2901.0,0.0,0.0,0.0
2,b,biomatch,2048,12,2,1,2,hycc,33463085.056001026,33463085.056001026,0.0,10.443120207,22.4218,7.4447,29.8665,22.2466,7.61907,29.8657,34820.0,2901.0,0.0,0.0,0.0
3,y,biomatch,2048,12,2,1,0,hycc,9171808.255998256,9171808.255998256,0.0,10.357780116,11.0213,6.99937,18.0206,10.6938,7.33296,18.0268,34820.0,2901.0,0.0,0.0,0.0
4,y,biomatch,2048,12,2,1,1,hycc,9171808.255998256,9171808.255998256,0.0,10.473174675,10.7311,7.04905,17.7802,10.8823,6.90175,17.7841,34820.0,2901.0,0.0,0.0,0.0
5,y,biomatch,2048,12,2,1,2,hycc,9171808.255998256,9171808.255998256,0.0,10.757994529,10.9543,6.90921,17.8635,10.7621,7.11469,17.8768,34820.0,2901.0,0.0,0.0,0.0
6,a+b,biomatch,2048,12,2,1,0,hycc,18359613.0080027,14939396.096002772,3420216.9119999306,10.375234592,2.08827,0.432946,2.52121,2.08761,0.431383,2.51899,34820.0,2901.0,0.0,0.0,0.0
7,a+b,biomatch,2048,12,2,1,1,hycc,18359613.008002706,14939396.096002772,3420216.9119999264,10.38660447,2.05268,0.599945,2.65263,2.05708,0.59266,2.64974,34820.0,2901.0,0.0,0.0,0.0
8,a+b,biomatch,2048,12,2,1,2,hycc,18359613.0080027,14939396.096002772,3420216.911999934,10.55079321,2.44827,0.570102,3.01837,2.42386,0.593172,3.01703,34820.0,2901.0,0.0,0.0,0.0
9,a+y,biomatch,2048,12,2,1,0,hycc,16824018.65999921,6332248.063999869,10491770.595999343,10.594155447,12.4807,7.41803,19.8988,12.0325,7.87099,19.9035,34820.0,2901.0,0.0,0.0,0.0
10,a+y,biomatch,2048,12,2,1,1,hycc,16824018.659999184,6332248.063999869,10491770.595999332,10.763189286,12.1288,7.45611,19.585,11.9462,7.64671,19.593,34820.0,2901.0,0.0,0.0,0.0
11,a+y,biomatch,2048,12,2,1,2,hycc,16824018.65999924,6332248.063999869,10491770.595999364,10.447940038,12.3505,7.37405,19.7245,11.9619,7.76843,19.7303,34820.0,2901.0,0.0,0.0,0.0
12,greedy,biomatch,2048,12,2,1,0,hycc,18864558.348001853,6326448.12800029,12538110.220001578,10.773355672,12.8268,7.52196,20.3487,12.807,7.54276,20.3498,34820.0,2901.0,0.0,0.0,0.0
13,greedy,biomatch,2048,12,2,1,1,hycc,18864558.34800187,6326448.12800029,12538110.220001599,10.613112937,12.8447,7.57635,20.421,12.6605,7.76603,20.4265,34820.0,2901.0,0.0,0.0,0.0
14,greedy,biomatch,2048,12,2,1,2,hycc,18864558.348001894,6326448.12800029,12538110.220001541,10.431963594,12.9301,7.49945,20.4295,12.6357,7.79727,20.4329,34820.0,2901.0,0.0,0.0,0.0
15,lp,biomatch,2048,12,2,1,0,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.539901807,0.658751,0.312996,0.971746,0.658394,0.312412,0.970805,34820.0,2901.0,4.131165723,0.170235181,0.160986213
16,lp,biomatch,2048,12,2,1,1,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.48723263,0.633034,0.314615,0.947649,0.632884,0.314445,0.947328,34820.0,2901.0,4.304290413,0.171621633,0.159206548
17,lp,biomatch,2048,12,2,1,2,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.607248149,0.636998,0.32771,0.964708,0.65126,0.313255,0.964515,34820.0,2901.0,4.47959973,0.176493072,0.160202923
18,lp+nm,biomatch,2048,12,2,1,0,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.651811473,0.766226,0.361021,1.12725,0.745493,0.380572,1.12607,34820.0,2901.0,9.000855828,0.0,0.16041925399999998
19,lp+nm,biomatch,2048,12,2,1,1,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.690088569,0.68733,0.337589,1.02492,0.691306,0.332443,1.02375,34820.0,2901.0,9.032319893,0.0,0.15997468
20,lp+nm,biomatch,2048,12,2,1,2,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.703062183,0.676724,0.343207,1.01993,0.705192,0.315224,1.02042,34820.0,2901.0,9.031370438,0.0,0.160921923
21,glp,biomatch,2048,12,2,1,0,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.803391906,0.66693,0.341986,1.00892,0.66657,0.341526,1.0081,34820.0,2901.0,270.902680891,0.0,0.0
22,glp,biomatch,2048,12,2,1,1,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.690911699,0.677758,0.356637,1.03439,0.678896,0.354659,1.03355,34820.0,2901.0,275.85402898,0.0,0.0
23,glp,biomatch,2048,12,2,1,2,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.788635992,0.701038,0.304687,1.00572,0.674027,0.329867,1.00389,34820.0,2901.0,267.912134285,0.0,0.0
