,test_case,minimization_time,input_size,cost_model,variant,module_bundle_time,selection_time,runner,run,server_load_time,server_exec_time,client_load_time,client_exec_time,selection_scheme
0,biomatch,0,2048,hycc,,0.0,0.0,CIRCUIT-SIM,0,21.9472,53.5003,,,
1,biomatch,0,2048,hycc,,0.0,0.0,CIRCUIT-SIM,1,21.1013,53.6496,,,
2,biomatch,0,2048,hycc,,0.0,0.0,ABY-HYCC,2,21.2687,53.7005,,,
3,biomatch,0,2048,hycc,,0.0,0.0,ABY-HYCC,0,119.086,6.85875,114.366,11.5736,
4,biomatch,0,2048,hycc,,0.0,0.0,ABY-HYCC,1,121.735,7.17642,114.344,14.5637,
5,biomatch,0,2048,hycc,,0.0,0.0,ABY-HYCC,2,117.167,6.9347,114.186,9.91247,
6,biomatch,0,2048,hycc,['--all-variants'],0.025845766067504883,11.78132152557373,ABY-HYCC,0,153.3,13.138,160.355,6.08276,yaonly
7,biomatch,0,2048,hycc,['--all-variants'],0.025845766067504883,11.78132152557373,ABY-HYCC,1,155.49,12.1498,161.329,6.31001,yaonly
8,biomatch,0,2048,hycc,['--all-variants'],0.025845766067504883,11.78132152557373,ABY-HYCC,2,161.049,6.38066,151.773,15.6531,yaonly
9,biomatch,0,2048,hycc,['--all-variants'],0.025845766067504883,11.78132152557373,ABY-HYCC,0,3.33648,0.853908,3.39206,0.79533,yaohybrid
10,biomatch,0,2048,hycc,['--all-variants'],0.025845766067504883,11.78132152557373,ABY-HYCC,1,3.23358,1.08362,3.49315,0.821959,yaohybrid
11,biomatch,0,2048,hycc,['--all-variants'],0.025845766067504883,11.78132152557373,ABY-HYCC,2,3.36422,0.856842,3.41125,0.806575,yaohybrid
12,biomatch,0,2048,hycc,['--all-variants'],0.025845766067504883,11.78132152557373,ABY-HYCC,0,168.124,11.7646,162.754,17.1301,gmwonly
13,biomatch,0,2048,hycc,['--all-variants'],0.025845766067504883,11.78132152557373,ABY-HYCC,1,161.239,19.1246,169.365,10.9958,gmwonly
14,biomatch,0,2048,hycc,['--all-variants'],0.025845766067504883,11.78132152557373,ABY-HYCC,2,168.741,10.8771,161.301,18.3137,gmwonly
15,biomatch,0,2048,hycc,['--all-variants'],0.025845766067504883,11.78132152557373,ABY-HYCC,0,3.65387,1.15667,3.70888,1.09847,gmwhybrid
16,biomatch,0,2048,hycc,['--all-variants'],0.025845766067504883,11.78132152557373,ABY-HYCC,1,3.82088,1.10176,3.51705,1.40243,gmwhybrid
17,biomatch,0,2048,hycc,['--all-variants'],0.025845766067504883,11.78132152557373,ABY-HYCC,2,3.74601,1.08511,3.50228,1.32615,gmwhybrid
18,biomatch,0,2048,hycc,['--all-variants'],0.025845766067504883,11.78132152557373,ABY-HYCC,0,5.39466,1.80568,5.99955,1.19715,ps_optimized
19,biomatch,0,2048,hycc,['--all-variants'],0.025845766067504883,11.78132152557373,ABY-HYCC,1,6.0927,1.14173,5.67026,1.56149,ps_optimized
20,biomatch,0,2048,hycc,['--all-variants'],0.025845766067504883,11.78132152557373,ABY-HYCC,2,6.10055,1.13911,5.64157,1.59718,ps_optimized
