,test_case,minimization_time,input_size,cost_model,variant,module_bundle_time,selection_time,runner,run,server_load_time,server_exec_time,client_load_time,client_exec_time,selection_scheme
0,biomatch,0,1024,hycc,,0.0,0.0,CIRCUIT-SIM,0,10.6702,26.5749,,,
1,biomatch,0,1024,hycc,,0.0,0.0,CIRCUIT-SIM,1,10.7024,26.6239,,,
2,biomatch,0,1024,hycc,,0.0,0.0,ABY-HYCC,2,10.689,26.6692,,,
3,biomatch,0,1024,hycc,,0.0,0.0,ABY-HYCC,0,49.067,3.52056,46.8922,5.69473,
4,biomatch,0,1024,hycc,,0.0,0.0,ABY-HYCC,1,46.8582,4.81513,48.3187,3.35045,
5,biomatch,0,1024,hycc,,0.0,0.0,ABY-HYCC,2,48.1275,3.88067,47.424,4.58108,
6,biomatch,0,1024,hycc,['--all-variants'],0.0363309383392334,6.596616744995117,ABY-HYCC,0,74.7832,7.35122,79.0726,3.06012,yaonly
7,biomatch,0,1024,hycc,['--all-variants'],0.0363309383392334,6.596616744995117,ABY-HYCC,1,77.6379,3.40857,74.2614,6.78212,yaonly
8,biomatch,0,1024,hycc,['--all-variants'],0.0363309383392334,6.596616744995117,ABY-HYCC,2,74.9208,6.0324,77.6333,3.31691,yaonly
9,biomatch,0,1024,hycc,['--all-variants'],0.0363309383392334,6.596616744995117,ABY-HYCC,0,1.66409,0.547595,1.5238,0.684827,yaohybrid
10,biomatch,0,1024,hycc,['--all-variants'],0.0363309383392334,6.596616744995117,ABY-HYCC,1,1.65891,0.548767,1.51813,0.686035,yaohybrid
11,biomatch,0,1024,hycc,['--all-variants'],0.0363309383392334,6.596616744995117,ABY-HYCC,2,1.66642,0.553452,1.51511,0.700236,yaohybrid
12,biomatch,0,1024,hycc,['--all-variants'],0.0363309383392334,6.596616744995117,ABY-HYCC,0,81.5112,9.56646,84.1778,6.89562,gmwonly
13,biomatch,0,1024,hycc,['--all-variants'],0.0363309383392334,6.596616744995117,ABY-HYCC,1,84.6078,7.60674,81.3307,10.8805,gmwonly
14,biomatch,0,1024,hycc,['--all-variants'],0.0363309383392334,6.596616744995117,ABY-HYCC,2,81.1814,9.42734,83.5165,7.08694,gmwonly
15,biomatch,0,1024,hycc,['--all-variants'],0.0363309383392334,6.596616744995117,ABY-HYCC,0,1.66846,0.836246,1.83276,0.668575,gmwhybrid
16,biomatch,0,1024,hycc,['--all-variants'],0.0363309383392334,6.596616744995117,ABY-HYCC,1,1.72197,0.822704,1.78107,0.760556,gmwhybrid
17,biomatch,0,1024,hycc,['--all-variants'],0.0363309383392334,6.596616744995117,ABY-HYCC,2,1.81316,0.679653,1.67632,0.813247,gmwhybrid
18,biomatch,0,1024,hycc,['--all-variants'],0.0363309383392334,6.596616744995117,ABY-HYCC,0,2.88348,0.781816,2.48392,1.17657,ps_optimized
19,biomatch,0,1024,hycc,['--all-variants'],0.0363309383392334,6.596616744995117,ABY-HYCC,1,2.87067,0.789913,2.49587,1.16255,ps_optimized
20,biomatch,0,1024,hycc,['--all-variants'],0.0363309383392334,6.596616744995117,ABY-HYCC,2,2.86919,0.765313,2.49751,1.13548,ps_optimized
