,selection_scheme,test_case,input_size,num_parts,mutation_level,mutation_step_size,run,cost_model,ilp_cost,op_cost,conv_cost,compile_time,server_exec_time,server_load_time,server_total_time,client_exec_time,client_load_time,client_total_time,num_nodes,avg_partition_size,ilp_time,comb_time,part_time
0,b,biomatch,512,8,2,2,0,hycc,8365771.264000272,8365771.264000272,0.0,0.6603427669999999,7.67275,1.94503,9.61778,7.76313,1.85375,9.61689,8708.0,1088.0,0.0,0.0,0.0
1,b,biomatch,512,8,2,2,1,hycc,8365771.264000272,8365771.264000272,0.0,0.670837371,7.2745,1.81657,9.09107,7.14848,1.94026,9.08875,8708.0,1088.0,0.0,0.0,0.0
2,b,biomatch,512,8,2,2,2,hycc,8365771.264000272,8365771.264000272,0.0,0.6584841149999999,7.34657,1.92529,9.27186,7.35842,1.91131,9.26973,8708.0,1088.0,0.0,0.0,0.0
3,y,biomatch,512,8,2,2,0,hycc,2292952.064000215,2292952.064000215,0.0,0.666157618,3.74401,1.67218,5.41619,3.80228,1.61932,5.42161,8708.0,1088.0,0.0,0.0,0.0
4,y,biomatch,512,8,2,2,1,hycc,2292952.064000215,2292952.064000215,0.0,0.6655166779999999,3.54552,1.66512,5.21064,3.60983,1.60763,5.21746,8708.0,1088.0,0.0,0.0,0.0
5,y,biomatch,512,8,2,2,2,hycc,2292952.064000215,2292952.064000215,0.0,0.639988168,3.98057,1.64673,5.6273,3.89832,1.73286,5.63119,8708.0,1088.0,0.0,0.0,0.0
6,a+b,biomatch,512,8,2,2,0,hycc,4590910.543999975,3734849.0239999914,856061.5199999834,0.6589899699999999,0.769566,0.11408,0.883645,0.784605,0.0985329,0.883138,8708.0,1088.0,0.0,0.0,0.0
7,a+b,biomatch,512,8,2,2,1,hycc,4590910.543999975,3734849.0239999914,856061.5199999829,0.737440981,0.777552,0.106697,0.884249,0.782121,0.101382,0.883503,8708.0,1088.0,0.0,0.0,0.0
8,a+b,biomatch,512,8,2,2,2,hycc,4590910.543999976,3734849.0239999914,856061.5199999831,0.687658086,0.798636,0.112143,0.910779,0.809245,0.10132,0.910565,8708.0,1088.0,0.0,0.0,0.0
9,a+y,biomatch,512,8,2,2,0,hycc,4206985.955999965,1583062.0159998538,2623923.940000113,0.67982138,4.28351,1.80224,6.08575,4.327,1.7649,6.0919,8708.0,1088.0,0.0,0.0,0.0
10,a+y,biomatch,512,8,2,2,1,hycc,4206985.9559999695,1583062.0159998538,2623923.9400001187,0.639801327,4.13786,1.81525,5.95311,4.1909,1.76922,5.96012,8708.0,1088.0,0.0,0.0,0.0
11,a+y,biomatch,512,8,2,2,2,hycc,4206985.955999962,1583062.0159998538,2623923.9400001075,0.680822453,4.25256,1.75052,6.00308,4.22368,1.78618,6.00987,8708.0,1088.0,0.0,0.0,0.0
12,greedy,biomatch,512,8,2,2,0,hycc,4716907.7879998395,1581612.0319998565,3135295.755999973,0.6787673280000001,4.88839,1.76096,6.64935,4.76456,1.88889,6.65344,8708.0,1088.0,0.0,0.0,0.0
13,greedy,biomatch,512,8,2,2,1,hycc,4716907.787999832,1581612.0319998565,3135295.7559999777,0.680556341,4.27891,1.79434,6.07324,4.30583,1.76985,6.07567,8708.0,1088.0,0.0,0.0,0.0
14,greedy,biomatch,512,8,2,2,2,hycc,4716907.787999824,1581612.0319998565,3135295.75599997,0.631864918,4.34567,1.84334,6.18901,4.40635,1.78784,6.19419,8708.0,1088.0,0.0,0.0,0.0
15,lp,biomatch,512,8,2,2,0,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.6718570079999999,0.332338,0.0774601,0.409799,0.331834,0.077194,0.409028,8708.0,1088.0,0.819540464,0.038978191,0.067748561
16,lp,biomatch,512,8,2,2,1,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.672290203,0.34407,0.0770996,0.42117,0.344239,0.0759846,0.420223,8708.0,1088.0,0.8185924059999999,0.038777857,0.06490436499999999
17,lp,biomatch,512,8,2,2,2,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.637212184,0.336994,0.0755052,0.412499,0.335142,0.0754998,0.410641,8708.0,1088.0,0.866349365,0.037558703,0.059882433
18,lp+nm,biomatch,512,8,2,2,0,hycc,1852463.1029998588,1595396.75099986,257066.35199999882,0.6367527740000001,0.408447,0.0764518,0.484899,0.395181,0.087009,0.48219,8708.0,1088.0,1.760116117,0.0,0.058987901999999995
19,lp+nm,biomatch,512,8,2,2,1,hycc,1852463.1029998588,1595396.75099986,257066.35199999882,0.6728188300000001,0.413951,0.075193,0.489144,0.400263,0.0881149,0.488378,8708.0,1088.0,1.765841152,0.0,0.066249853
20,lp+nm,biomatch,512,8,2,2,2,hycc,1852463.1029998588,1595396.75099986,257066.35199999882,0.679718207,0.411337,0.0767977,0.488134,0.397526,0.0883352,0.485861,8708.0,1088.0,1.763266144,0.0,0.07041206200000001
21,glp,biomatch,512,8,2,2,0,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.6322607410000001,0.409964,0.0727897,0.482754,0.392847,0.0875514,0.480398,8708.0,1088.0,18.170516172,0.0,0.0
22,glp,biomatch,512,8,2,2,1,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.631047203,0.406231,0.0750555,0.481287,0.391838,0.0868225,0.478661,8708.0,1088.0,18.172022075,0.0,0.0
23,glp,biomatch,512,8,2,2,2,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.638687403,0.408117,0.0767419,0.484859,0.395233,0.0870584,0.482292,8708.0,1088.0,18.18084459,0.0,0.0
