,selection_scheme,test_case,input_size,num_parts,mutation_level,mutation_step_size,run,cost_model,ilp_cost,op_cost,conv_cost,compile_time,server_exec_time,server_load_time,server_total_time,client_exec_time,client_load_time,client_total_time,num_nodes,avg_partition_size,ilp_time,comb_time,part_time
0,b,biomatch,1024,4,1,1,0,hycc,16731542.52799736,16731542.52799736,0.0,2.336354361,10.4587,3.96272,14.4214,10.5859,3.8345,14.4204,17412.0,4353.0,0.0,0.0,0.0
1,b,biomatch,1024,4,1,1,1,hycc,16731542.52799736,16731542.52799736,0.0,2.325474366,10.5858,3.94375,14.5295,10.6968,3.83163,14.5284,17412.0,4353.0,0.0,0.0,0.0
2,b,biomatch,1024,4,1,1,2,hycc,16731542.52799736,16731542.52799736,0.0,2.346024374,10.8107,3.85337,14.6641,10.7219,3.94056,14.6624,17412.0,4353.0,0.0,0.0,0.0
3,y,biomatch,1024,4,1,1,0,hycc,4585904.128000693,4585904.128000693,0.0,2.331520079,5.38135,3.62957,9.01092,5.58195,3.43988,9.02183,17412.0,4353.0,0.0,0.0,0.0
4,y,biomatch,1024,4,1,1,1,hycc,4585904.128000693,4585904.128000693,0.0,2.382289044,5.55304,3.49475,9.04779,5.42614,3.63362,9.05976,17412.0,4353.0,0.0,0.0,0.0
5,y,biomatch,1024,4,1,1,2,hycc,4585904.128000693,4585904.128000693,0.0,2.370822961,5.72857,3.4323,9.16087,5.55422,3.61846,9.17268,17412.0,4353.0,0.0,0.0,0.0
6,a+b,biomatch,1024,4,1,1,0,hycc,9180478.031999277,7469698.047999324,1710779.983999955,2.352795607,1.29386,0.212577,1.50643,1.27932,0.2252,1.50452,17412.0,4353.0,0.0,0.0,0.0
7,a+b,biomatch,1024,4,1,1,1,hycc,9180478.031999279,7469698.047999324,1710779.9839999585,2.423209846,1.25103,0.230545,1.48157,1.25216,0.22956,1.48172,17412.0,4353.0,0.0,0.0,0.0
8,a+b,biomatch,1024,4,1,1,2,hycc,9180478.031999279,7469698.047999324,1710779.983999958,2.392699251,1.21594,0.251543,1.46748,1.22129,0.245169,1.46646,17412.0,4353.0,0.0,0.0,0.0
9,a+y,biomatch,1024,4,1,1,0,hycc,8412663.524000362,3166124.03199997,5246539.492000403,2.334573414,7.07284,3.75796,10.8308,6.41637,4.42737,10.8437,17412.0,4353.0,0.0,0.0,0.0
10,a+y,biomatch,1024,4,1,1,1,hycc,8412663.524000376,3166124.03199997,5246539.492000388,2.368876844,6.30808,3.82835,10.1364,6.48651,3.66294,10.1495,17412.0,4353.0,0.0,0.0,0.0
11,a+y,biomatch,1024,4,1,1,2,hycc,8412663.524000356,3166124.03199997,5246539.4920004,2.346609162,6.26367,3.74701,10.0107,6.17253,3.85173,10.0243,17412.0,4353.0,0.0,0.0,0.0
12,greedy,biomatch,1024,4,1,1,0,hycc,9432791.3080008,3163224.064000005,6269567.244000762,2.338587679,6.64246,3.89582,10.5383,6.82634,3.7133,10.5396,17412.0,4353.0,0.0,0.0,0.0
13,greedy,biomatch,1024,4,1,1,1,hycc,9432791.308000747,3163224.064000005,6269567.24400075,2.378384266,6.91814,4.0918,11.0099,6.89927,4.11469,11.014,17412.0,4353.0,0.0,0.0,0.0
14,greedy,biomatch,1024,4,1,1,2,hycc,9432791.308000732,3163224.064000005,6269567.244000762,2.368907452,6.57158,3.76445,10.336,6.45626,3.88486,10.3411,17412.0,4353.0,0.0,0.0,0.0
15,lp,biomatch,1024,4,1,1,0,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.371710603,0.513156,0.155101,0.668257,0.49541,0.172039,0.667448,17412.0,4353.0,5.923925522,0.094441894,0.082523443
16,lp,biomatch,1024,4,1,1,1,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.306399422,0.494733,0.155004,0.649737,0.484065,0.166547,0.650612,17412.0,4353.0,5.927372315,0.094647809,0.07759932
17,lp,biomatch,1024,4,1,1,2,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.311365396,0.508345,0.154261,0.662607,0.49044,0.172358,0.662798,17412.0,4353.0,5.92901967,0.093519869,0.080894544
18,lp+nm,biomatch,1024,4,1,1,0,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.323072197,0.521792,0.154519,0.676311,0.502207,0.171891,0.674098,17412.0,4353.0,8.41926969,0.0,0.08432811800000001
19,lp+nm,biomatch,1024,4,1,1,1,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.336917582,0.489543,0.185474,0.675017,0.489687,0.184786,0.674474,17412.0,4353.0,8.337935938,0.0,0.078998656
20,lp+nm,biomatch,1024,4,1,1,2,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.349192654,0.528507,0.153523,0.682029,0.505962,0.173613,0.679575,17412.0,4353.0,8.345271171,0.0,0.077815186
21,glp,biomatch,1024,4,1,1,0,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.294211722,0.505271,0.181173,0.686444,0.505552,0.179773,0.685325,17412.0,4353.0,28.779617057,0.0,0.0
22,glp,biomatch,1024,4,1,1,1,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.310717075,0.522882,0.18769,0.710572,0.525718,0.183713,0.709431,17412.0,4353.0,29.142469292,0.0,0.0
23,glp,biomatch,1024,4,1,1,2,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.391290399,0.520895,0.150872,0.671767,0.495959,0.173639,0.669598,17412.0,4353.0,28.807693465,0.0,0.0
