,selection_scheme,test_case,input_size,num_parts,mutation_level,mutation_step_size,run,cost_model,ilp_cost,op_cost,conv_cost,compile_time,server_exec_time,server_load_time,server_total_time,client_exec_time,client_load_time,client_total_time,num_nodes,avg_partition_size,ilp_time,comb_time,part_time
0,b,biomatch,512,16,4,2,0,hycc,8365771.264000272,8365771.264000272,0.0,0.637182815,7.47594,2.07031,9.54625,7.53674,2.0077,9.54444,8708.0,544.0,0.0,0.0,0.0
1,b,biomatch,512,16,4,2,1,hycc,8365771.264000272,8365771.264000272,0.0,0.681668473,7.41413,1.96474,9.37887,7.4135,1.96402,9.37752,8708.0,544.0,0.0,0.0,0.0
2,b,biomatch,512,16,4,2,2,hycc,8365771.264000272,8365771.264000272,0.0,0.646637142,7.27704,1.97854,9.25558,7.31205,1.94325,9.2553,8708.0,544.0,0.0,0.0,0.0
3,y,biomatch,512,16,4,2,0,hycc,2292952.064000215,2292952.064000215,0.0,0.692345944,3.76411,1.71576,5.47987,3.77252,1.71426,5.48679,8708.0,544.0,0.0,0.0,0.0
4,y,biomatch,512,16,4,2,1,hycc,2292952.064000215,2292952.064000215,0.0,0.670974647,3.7752,1.73442,5.50961,3.80214,1.71371,5.51585,8708.0,544.0,0.0,0.0,0.0
5,y,biomatch,512,16,4,2,2,hycc,2292952.064000215,2292952.064000215,0.0,0.681732664,3.89292,1.7014,5.59432,3.87387,1.72289,5.59676,8708.0,544.0,0.0,0.0,0.0
6,a+b,biomatch,512,16,4,2,0,hycc,4590910.543999976,3734849.0239999914,856061.5199999837,0.667858417,0.80642,0.121077,0.927497,0.807956,0.118581,0.926537,8708.0,544.0,0.0,0.0,0.0
7,a+b,biomatch,512,16,4,2,1,hycc,4590910.543999976,3734849.0239999914,856061.5199999844,0.6469569470000001,0.821708,0.106877,0.928585,0.809731,0.11692,0.92665,8708.0,544.0,0.0,0.0,0.0
8,a+b,biomatch,512,16,4,2,2,hycc,4590910.543999976,3734849.0239999914,856061.5199999835,0.679847434,0.800199,0.104899,0.905099,0.80115,0.103935,0.905086,8708.0,544.0,0.0,0.0,0.0
9,a+y,biomatch,512,16,4,2,0,hycc,4206985.955999963,1583062.0159998538,2623923.9400001187,0.6439942439999999,4.34655,1.83372,6.18027,4.4614,1.72555,6.18695,8708.0,544.0,0.0,0.0,0.0
10,a+y,biomatch,512,16,4,2,1,hycc,4206985.955999955,1583062.0159998538,2623923.9400001075,0.6739533249999999,4.39292,1.74302,6.13593,4.27965,1.85985,6.1395,8708.0,544.0,0.0,0.0,0.0
11,a+y,biomatch,512,16,4,2,2,hycc,4206985.955999962,1583062.0159998538,2623923.940000111,0.664960734,4.59334,1.9563,6.54964,4.64646,1.90847,6.55493,8708.0,544.0,0.0,0.0,0.0
12,greedy,biomatch,512,16,4,2,0,hycc,4716907.7879998265,1581612.0319998565,3135295.7559999702,0.681482966,4.51093,1.79824,6.30917,4.47291,1.8387,6.31161,8708.0,544.0,0.0,0.0,0.0
13,greedy,biomatch,512,16,4,2,1,hycc,4716907.787999827,1581612.0319998565,3135295.7559999838,0.674853617,4.53147,1.72877,6.26024,4.39147,1.87212,6.2636,8708.0,544.0,0.0,0.0,0.0
14,greedy,biomatch,512,16,4,2,2,hycc,4716907.787999827,1581612.0319998565,3135295.755999979,0.6591657360000001,4.45086,1.8308,6.28165,4.46395,1.82238,6.28633,8708.0,544.0,0.0,0.0,0.0
15,lp,biomatch,512,16,4,2,0,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.66858488,0.374302,0.075909,0.450211,0.375988,0.0749888,0.450976,8708.0,544.0,1.082120184,0.045775332,0.073036713
16,lp,biomatch,512,16,4,2,1,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.676605706,0.368335,0.0787813,0.447116,0.368218,0.0782656,0.446484,8708.0,544.0,1.081837591,0.045228745,0.076286027
17,lp,biomatch,512,16,4,2,2,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.635381668,0.347239,0.0786234,0.425862,0.344249,0.0804933,0.424743,8708.0,544.0,1.087454258,0.04503322,0.064746598
18,lp+nm,biomatch,512,16,4,2,0,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.6540345240000001,0.412029,0.0770941,0.489123,0.397759,0.0905203,0.48828,8708.0,544.0,1.39123585,0.0,0.057322131
19,lp+nm,biomatch,512,16,4,2,1,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.657918086,0.400303,0.0954774,0.49578,0.399274,0.0962409,0.495515,8708.0,544.0,1.393079719,0.0,0.07236213100000001
20,lp+nm,biomatch,512,16,4,2,2,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.6789200080000001,0.406375,0.0777987,0.484173,0.392942,0.0888506,0.481792,8708.0,544.0,1.393380369,0.0,0.074254893
21,glp,biomatch,512,16,4,2,0,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.6492055830000001,0.419471,0.0771472,0.496618,0.405211,0.0889785,0.49419,8708.0,544.0,18.490957486,0.0,0.0
22,glp,biomatch,512,16,4,2,1,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.639057452,0.411671,0.0752872,0.486959,0.395884,0.0888967,0.484781,8708.0,544.0,18.474602877,0.0,0.0
23,glp,biomatch,512,16,4,2,2,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.640035395,0.411748,0.0765138,0.488262,0.396475,0.0897204,0.486195,8708.0,544.0,18.499847979,0.0,0.0
