,test_case,minimization_time,input_size,cost_model,variant,module_bundle_time,selection_time,runner,run,server_load_time,server_exec_time,client_load_time,client_exec_time,selection_scheme
0,biomatch,600,512,hycc,,0.0,0.0,CIRCUIT-SIM,0,4.80999,11.7551,,,
1,biomatch,600,512,hycc,,0.0,0.0,CIRCUIT-SIM,1,4.79085,11.7566,,,
2,biomatch,600,512,hycc,,0.0,0.0,ABY-HYCC,2,4.8124,11.7879,,,
3,biomatch,600,512,hycc,,0.0,0.0,ABY-HYCC,0,20.929,2.45203,20.196,3.18412,
4,biomatch,600,512,hycc,,0.0,0.0,ABY-HYCC,1,20.4957,2.69386,21.0369,2.1497,
5,biomatch,600,512,hycc,,0.0,0.0,ABY-HYCC,2,21.1182,2.42716,20.3795,3.1633,
6,biomatch,600,512,hycc,['--all-variants'],0.03694629669189453,4.179352521896362,ABY-HYCC,0,38.2408,2.72679,39.3074,1.65622,yaonly
7,biomatch,600,512,hycc,['--all-variants'],0.03694629669189453,4.179352521896362,ABY-HYCC,1,38.4624,3.20346,39.7714,1.89152,yaonly
8,biomatch,600,512,hycc,['--all-variants'],0.03694629669189453,4.179352521896362,ABY-HYCC,2,39.7878,1.78407,37.9431,3.6257,yaonly
9,biomatch,600,512,hycc,['--all-variants'],0.03694629669189453,4.179352521896362,ABY-HYCC,0,0.854621,0.395102,0.770484,0.47605,yaohybrid
10,biomatch,600,512,hycc,['--all-variants'],0.03694629669189453,4.179352521896362,ABY-HYCC,1,0.743406,0.391044,0.725963,0.406294,yaohybrid
11,biomatch,600,512,hycc,['--all-variants'],0.03694629669189453,4.179352521896362,ABY-HYCC,2,0.738907,0.395145,0.704409,0.428282,yaohybrid
12,biomatch,600,512,hycc,['--all-variants'],0.03694629669189453,4.179352521896362,ABY-HYCC,0,35.2753,3.95672,36.5301,2.70001,gmwonly
13,biomatch,600,512,hycc,['--all-variants'],0.03694629669189453,4.179352521896362,ABY-HYCC,1,36.7182,2.62527,35.0484,4.292,gmwonly
14,biomatch,600,512,hycc,['--all-variants'],0.03694629669189453,4.179352521896362,ABY-HYCC,2,35.2318,3.97761,36.629,2.57714,gmwonly
15,biomatch,600,512,hycc,['--all-variants'],0.03694629669189453,4.179352521896362,ABY-HYCC,0,0.829621,0.531807,0.883004,0.475347,gmwhybrid
16,biomatch,600,512,hycc,['--all-variants'],0.03694629669189453,4.179352521896362,ABY-HYCC,1,0.769432,0.532787,0.821018,0.478102,gmwhybrid
17,biomatch,600,512,hycc,['--all-variants'],0.03694629669189453,4.179352521896362,ABY-HYCC,2,0.873779,0.446639,0.803645,0.513373,gmwhybrid
18,biomatch,600,512,hycc,['--all-variants'],0.03694629669189453,4.179352521896362,ABY-HYCC,0,1.13442,0.640542,1.32433,0.446169,ps_optimized
19,biomatch,600,512,hycc,['--all-variants'],0.03694629669189453,4.179352521896362,ABY-HYCC,1,1.37381,0.46815,1.27776,0.56112,ps_optimized
20,biomatch,600,512,hycc,['--all-variants'],0.03694629669189453,4.179352521896362,ABY-HYCC,2,1.39836,0.452126,1.27918,0.568058,ps_optimized
