,selection_scheme,test_case,input_size,num_parts,mutation_level,mutation_step_size,run,cost_model,ilp_cost,op_cost,conv_cost,compile_time,server_exec_time,server_load_time,server_total_time,client_exec_time,client_load_time,client_total_time,num_nodes,avg_partition_size,ilp_time,comb_time,part_time
0,b,biomatch,2048,12,1,1,0,hycc,33463085.056001026,33463085.056001026,0.0,10.756363661,0.0,0.0,0.0,0.0,0.0,0.0,34820.0,2901.0,0.0,0.0,0.0
1,b,biomatch,2048,12,1,1,1,hycc,33463085.056001026,33463085.056001026,0.0,10.626875786,0.0,0.0,0.0,0.0,0.0,0.0,34820.0,2901.0,0.0,0.0,0.0
2,b,biomatch,2048,12,1,1,2,hycc,33463085.056001026,33463085.056001026,0.0,10.58736953,0.0,0.0,0.0,0.0,0.0,0.0,34820.0,2901.0,0.0,0.0,0.0
3,y,biomatch,2048,12,1,1,0,hycc,9171808.255998256,9171808.255998256,0.0,10.684826816,10.6534,6.92979,17.5832,10.5969,6.99199,17.5889,34820.0,2901.0,0.0,0.0,0.0
4,y,biomatch,2048,12,1,1,1,hycc,9171808.255998256,9171808.255998256,0.0,10.560092608,10.8692,7.04862,17.9178,10.803,7.12865,17.9316,34820.0,2901.0,0.0,0.0,0.0
5,y,biomatch,2048,12,1,1,2,hycc,9171808.255998256,9171808.255998256,0.0,10.818918773,11.0094,7.17438,18.1838,10.7297,7.45862,18.1883,34820.0,2901.0,0.0,0.0,0.0
6,a+b,biomatch,2048,12,1,1,0,hycc,18359613.0080027,14939396.096002772,3420216.911999931,10.671261304,2.19784,0.577077,2.77492,2.16136,0.612695,2.77405,34820.0,2901.0,0.0,0.0,0.0
7,a+b,biomatch,2048,12,1,1,1,hycc,18359613.008002702,14939396.096002772,3420216.9119999288,10.521505836,2.15681,0.462582,2.61939,2.21628,0.403302,2.61958,34820.0,2901.0,0.0,0.0,0.0
8,a+b,biomatch,2048,12,1,1,2,hycc,18359613.008002706,14939396.096002772,3420216.9119999297,10.584232668,2.03552,0.569886,2.60541,2.02202,0.581953,2.60398,34820.0,2901.0,0.0,0.0,0.0
9,a+y,biomatch,2048,12,1,1,0,hycc,16824018.659999195,6332248.063999869,10491770.59599935,10.548178568,12.226,7.51401,19.74,12.0066,7.74093,19.7475,34820.0,2901.0,0.0,0.0,0.0
10,a+y,biomatch,2048,12,1,1,1,hycc,16824018.659999177,6332248.063999869,10491770.595999379,10.891367173,12.4388,7.49022,19.929,12.2492,7.68896,19.9381,34820.0,2901.0,0.0,0.0,0.0
11,a+y,biomatch,2048,12,1,1,2,hycc,16824018.659999203,6332248.063999869,10491770.59599934,10.688120189,12.6292,7.30989,19.9391,12.0071,7.936,19.9431,34820.0,2901.0,0.0,0.0,0.0
12,greedy,biomatch,2048,12,1,1,0,hycc,18864558.348001886,6326448.12800029,12538110.220001629,10.459278897,12.5276,8.04992,20.5775,12.8278,7.75104,20.5788,34820.0,2901.0,0.0,0.0,0.0
13,greedy,biomatch,2048,12,1,1,1,hycc,18864558.348001827,6326448.12800029,12538110.220001573,10.722709833,12.6836,7.71009,20.3937,12.4695,7.93013,20.3996,34820.0,2901.0,0.0,0.0,0.0
14,greedy,biomatch,2048,12,1,1,2,hycc,18864558.34800177,6326448.12800029,12538110.220001517,10.52617438,12.718,7.68623,20.4042,12.6947,7.71528,20.4099,34820.0,2901.0,0.0,0.0,0.0
15,lp,biomatch,2048,12,1,1,0,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.448365898,0.685046,0.346988,1.03203,0.708007,0.323513,1.03152,34820.0,2901.0,3.546653324,0.17455873500000002,0.161475396
16,lp,biomatch,2048,12,1,1,1,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.672847674,0.641192,0.315403,0.956595,0.630755,0.326131,0.956887,34820.0,2901.0,3.529865295,0.170374909,0.160837159
17,lp,biomatch,2048,12,1,1,2,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.567126112,0.666913,0.317466,0.984379,0.669232,0.314404,0.983636,34820.0,2901.0,3.492218742,0.176219395,0.155398546
18,lp+nm,biomatch,2048,12,1,1,0,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.486606972,0.66759,0.346614,1.0142,0.669577,0.34371,1.01329,34820.0,2901.0,8.918550945,0.0,0.16410571799999998
19,lp+nm,biomatch,2048,12,1,1,1,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.308487322,0.693315,0.312395,1.00571,0.671562,0.33284,1.0044,34820.0,2901.0,8.892394769,0.0,0.16220820900000002
20,lp+nm,biomatch,2048,12,1,1,2,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.345569172,0.695112,0.310384,1.0055,0.668433,0.334788,1.00322,34820.0,2901.0,8.893566381,0.0,0.15793945099999998
21,glp,biomatch,2048,12,1,1,0,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.346665636,0.697385,0.309894,1.00728,0.672056,0.332754,1.00481,34820.0,2901.0,264.277556563,0.0,0.0
22,glp,biomatch,2048,12,1,1,1,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.49787536,0.689764,0.3132,1.00296,0.66685,0.333795,1.00064,34820.0,2901.0,263.628093299,0.0,0.0
23,glp,biomatch,2048,12,1,1,2,hycc,7407079.423998631,6380818.431998585,1026260.992000045,10.519023926,0.732409,0.317223,1.04963,0.709392,0.337799,1.04719,34820.0,2901.0,263.40074053,0.0,0.0
