,selection_scheme,test_case,input_size,num_parts,mutation_level,mutation_step_size,run,cost_model,ilp_cost,op_cost,conv_cost,compile_time,server_exec_time,server_load_time,server_total_time,client_exec_time,client_load_time,client_total_time,num_nodes,avg_partition_size,ilp_time,comb_time,part_time
0,b,biomatch,1024,16,2,2,0,hycc,16731542.52799736,16731542.52799736,0.0,2.297632296,10.6065,3.96175,14.5683,10.7656,3.80098,14.5666,17412.0,1088.0,0.0,0.0,0.0
1,b,biomatch,1024,16,2,2,1,hycc,16731542.52799736,16731542.52799736,0.0,2.343900443,10.5891,3.80806,14.3972,10.5071,3.88958,14.3967,17412.0,1088.0,0.0,0.0,0.0
2,b,biomatch,1024,16,2,2,2,hycc,16731542.52799736,16731542.52799736,0.0,2.336925134,10.4196,4.02338,14.443,10.5879,3.85187,14.4398,17412.0,1088.0,0.0,0.0,0.0
3,y,biomatch,1024,16,2,2,0,hycc,4585904.128000693,4585904.128000693,0.0,2.338892753,5.47544,3.53193,9.00737,5.43939,3.58172,9.02111,17412.0,1088.0,0.0,0.0,0.0
4,y,biomatch,1024,16,2,2,1,hycc,4585904.128000693,4585904.128000693,0.0,2.321467856,5.4225,3.60102,9.02352,5.54744,3.4871,9.03453,17412.0,1088.0,0.0,0.0,0.0
5,y,biomatch,1024,16,2,2,2,hycc,4585904.128000693,4585904.128000693,0.0,2.314124699,5.50061,3.62345,9.12406,5.58055,3.54304,9.12359,17412.0,1088.0,0.0,0.0,0.0
6,a+b,biomatch,1024,16,2,2,0,hycc,9180478.031999283,7469698.047999324,1710779.983999954,2.36002116,1.19541,0.203864,1.39928,1.17911,0.218445,1.39756,17412.0,1088.0,0.0,0.0,0.0
7,a+b,biomatch,1024,16,2,2,1,hycc,9180478.03199928,7469698.047999324,1710779.9839999576,2.365101058,1.1934,0.239362,1.43276,1.20083,0.23101,1.43184,17412.0,1088.0,0.0,0.0,0.0
8,a+b,biomatch,1024,16,2,2,2,hycc,9180478.031999283,7469698.047999324,1710779.9839999594,2.376789808,1.2893,0.210819,1.50012,1.27245,0.22576,1.4982,17412.0,1088.0,0.0,0.0,0.0
9,a+y,biomatch,1024,16,2,2,0,hycc,8412663.52400038,3166124.03199997,5246539.4920004,2.374375552,6.24778,3.78147,10.0293,6.28188,3.75072,10.0326,17412.0,1088.0,0.0,0.0,0.0
10,a+y,biomatch,1024,16,2,2,1,hycc,8412663.524000365,3166124.03199997,5246539.4920004,2.371780406,6.40992,3.75273,10.1627,6.33712,3.83894,10.1761,17412.0,1088.0,0.0,0.0,0.0
11,a+y,biomatch,1024,16,2,2,2,hycc,8412663.524000369,3166124.03199997,5246539.492000396,2.367061311,6.21652,3.80686,10.0234,6.36434,3.6709,10.0352,17412.0,1088.0,0.0,0.0,0.0
12,greedy,biomatch,1024,16,2,2,0,hycc,9432791.308000758,3163224.064000005,6269567.244000763,2.321386798,6.24086,3.79503,10.0359,6.16214,3.87303,10.0352,17412.0,1088.0,0.0,0.0,0.0
13,greedy,biomatch,1024,16,2,2,1,hycc,9432791.308000755,3163224.064000005,6269567.244000753,2.33759015,6.47979,3.75802,10.2378,6.5436,3.69979,10.2434,17412.0,1088.0,0.0,0.0,0.0
14,greedy,biomatch,1024,16,2,2,2,hycc,9432791.308000756,3163224.064000005,6269567.244000757,2.369813141,6.57042,3.80304,10.3735,6.62707,3.74482,10.3719,17412.0,1088.0,0.0,0.0,0.0
15,lp,biomatch,1024,16,2,2,0,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.381982852,0.488118,0.177839,0.665956,0.48689,0.178147,0.665037,17412.0,1088.0,1.106238665,0.07730395699999999,0.10267696800000001
16,lp,biomatch,1024,16,2,2,1,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.276520735,0.472755,0.15523,0.627985,0.473869,0.154184,0.628053,17412.0,1088.0,1.127348412,0.079306381,0.10092059
17,lp,biomatch,1024,16,2,2,2,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.310835476,0.455412,0.155613,0.611025,0.456782,0.153385,0.610167,17412.0,1088.0,1.109150371,0.07962691499999999,0.090733965
18,lp+nm,biomatch,1024,16,2,2,0,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.351239057,0.512845,0.154083,0.666928,0.493647,0.172237,0.665885,17412.0,1088.0,3.16071715,0.0,0.10205987799999999
19,lp+nm,biomatch,1024,16,2,2,1,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.289029727,0.526837,0.153428,0.680265,0.507569,0.170434,0.678003,17412.0,1088.0,3.152619855,0.0,0.101872783
20,lp+nm,biomatch,1024,16,2,2,2,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.283756758,0.512649,0.154697,0.667346,0.493197,0.172198,0.665395,17412.0,1088.0,3.151746979,0.0,0.101647036
21,glp,biomatch,1024,16,2,2,0,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.279562138,0.509594,0.157198,0.666793,0.493642,0.170838,0.66448,17412.0,1088.0,28.408967734,0.0,0.0
22,glp,biomatch,1024,16,2,2,1,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.288039095,0.500957,0.179362,0.680319,0.497228,0.182661,0.679889,17412.0,1088.0,28.449782862,0.0,0.0
23,glp,biomatch,1024,16,2,2,2,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.327324687,0.530376,0.153319,0.683695,0.508057,0.173031,0.681088,17412.0,1088.0,28.412140657,0.0,0.0
