,selection_scheme,test_case,input_size,num_parts,mutation_level,mutation_step_size,run,cost_model,num_nodes,avg_partition_size,ilp_time,comb_time,part_time,ilp_cost,op_cost,conv_cost,compile_time,server_exec_time,server_load_time,server_total_time,client_exec_time,client_load_time,client_total_time
0,lp,biomatch,2048,16,4,1,0,hycc,34820,2176.0,3.996654086,0.213090698,0.165893251,7407079.423998631,6380818.431998585,1026260.992000045,10.49029417,0.675352,0.320439,0.995791,0.672979,0.322237,0.995216
1,lp,biomatch,2048,16,4,1,1,hycc,34820,2176.0,4.069392255,0.194772844,0.164252216,7407079.423998631,6380818.431998585,1026260.992000045,10.859263374,0.688341,0.342803,1.03114,0.699009,0.332494,1.0315
2,lp,biomatch,2048,16,4,1,2,hycc,34820,2176.0,3.922788778,0.213127916,0.16534063000000002,7407079.423998631,6380818.431998585,1026260.992000045,10.912839934,0.643009,0.320325,0.963334,0.638976,0.321687,0.960663
3,lp+nm,biomatch,2048,16,4,1,0,hycc,34820,2176.0,7.700958775,0.0,0.165684605,7407079.423998631,6380818.431998585,1026260.992000045,10.73988359,0.705408,0.319665,1.02507,0.682372,0.340663,1.02304
4,lp+nm,biomatch,2048,16,4,1,1,hycc,34820,2176.0,7.620586254,0.0,0.164166625,7407079.423998631,6380818.431998585,1026260.992000045,10.57242464,0.666968,0.344451,1.01142,0.696917,0.31495,1.01187
5,lp+nm,biomatch,2048,16,4,1,2,hycc,34820,2176.0,7.654187507,0.0,0.16246873299999998,7407079.423998631,6380818.431998585,1026260.992000045,10.623947764,0.690148,0.343991,1.03414,0.716423,0.317423,1.03385
