,selection_scheme,test_case,input_size,num_parts,mutation_level,mutation_step_size,run,cost_model,num_nodes,avg_partition_size,ilp_time,comb_time,part_time,ilp_cost,op_cost,conv_cost,compile_time,server_exec_time,server_load_time,server_total_time,client_exec_time,client_load_time,client_total_time
0,lp,biomatch,2048,8,1,2,0,hycc,34820,4352.0,7.533800829,0.181492334,0.155612832,7407079.423998631,6380818.431998585,1026260.992000045,10.568219065,0.675827,0.351349,1.02718,0.682885,0.343095,1.02598
1,lp,biomatch,2048,8,1,2,1,hycc,34820,4352.0,7.793478837,0.174815426,0.155891902,7407079.423998631,6380818.431998585,1026260.992000045,10.709856747,0.682215,0.344128,1.02634,0.685255,0.340554,1.02581
2,lp,biomatch,2048,8,1,2,2,hycc,34820,4352.0,7.700404864,0.186798096,0.138547023,7407079.423998631,6380818.431998585,1026260.992000045,10.867609881,0.682156,0.343805,1.02596,0.685885,0.340486,1.02637
3,lp+nm,biomatch,2048,8,1,2,0,hycc,34820,4352.0,14.03601276,0.0,0.13947924699999997,7407079.423998631,6380818.431998585,1026260.992000045,10.621992426,0.710376,0.344543,1.05492,0.710754,0.343433,1.05419
4,lp+nm,biomatch,2048,8,1,2,1,hycc,34820,4352.0,13.904432524,0.0,0.154146802,7407079.423998631,6380818.431998585,1026260.992000045,10.578384945,0.696071,0.347301,1.04337,0.694919,0.347863,1.04278
5,lp+nm,biomatch,2048,8,1,2,2,hycc,34820,4352.0,13.955871476,0.0,0.15443273999999999,7407079.423998631,6380818.431998585,1026260.992000045,10.595549362,0.666924,0.336755,1.00368,0.691398,0.312935,1.00433
