,selection_scheme,test_case,input_size,num_parts,mutation_level,mutation_step_size,run,cost_model,ilp_cost,op_cost,conv_cost,compile_time,server_exec_time,server_load_time,server_total_time,client_exec_time,client_load_time,client_total_time,num_nodes,avg_partition_size,ilp_time,comb_time,part_time
0,b,biomatch,1024,4,2,2,0,hycc,16731542.52799736,16731542.52799736,0.0,2.327840275,10.6643,3.90324,14.5676,10.787,3.77858,14.5656,17412.0,4353.0,0.0,0.0,0.0
1,b,biomatch,1024,4,2,2,1,hycc,16731542.52799736,16731542.52799736,0.0,2.322545016,10.8749,3.89361,14.7686,10.9461,3.82109,14.7672,17412.0,4353.0,0.0,0.0,0.0
2,b,biomatch,1024,4,2,2,2,hycc,16731542.52799736,16731542.52799736,0.0,2.356738037,10.7855,3.83287,14.6183,10.7079,3.91043,14.6183,17412.0,4353.0,0.0,0.0,0.0
3,y,biomatch,1024,4,2,2,0,hycc,4585904.128000693,4585904.128000693,0.0,2.368787595,5.53669,3.6223,9.15899,5.68366,3.48353,9.16719,17412.0,4353.0,0.0,0.0,0.0
4,y,biomatch,1024,4,2,2,1,hycc,4585904.128000693,4585904.128000693,0.0,2.357480865,5.54315,3.52767,9.07082,5.51475,3.57024,9.08499,17412.0,4353.0,0.0,0.0,0.0
5,y,biomatch,1024,4,2,2,2,hycc,4585904.128000693,4585904.128000693,0.0,2.32652378,5.59284,3.64457,9.23741,5.75151,3.4986,9.2501,17412.0,4353.0,0.0,0.0,0.0
6,a+b,biomatch,1024,4,2,2,0,hycc,9180478.031999283,7469698.047999324,1710779.9839999543,2.333931617,1.24724,0.207047,1.45429,1.2348,0.218649,1.45345,17412.0,4353.0,0.0,0.0,0.0
7,a+b,biomatch,1024,4,2,2,1,hycc,9180478.031999283,7469698.047999324,1710779.9839999583,2.347308523,1.24716,0.220083,1.46725,1.26914,0.198166,1.46731,17412.0,4353.0,0.0,0.0,0.0
8,a+b,biomatch,1024,4,2,2,2,hycc,9180478.03199928,7469698.047999324,1710779.9839999585,2.352889192,1.26337,0.214227,1.47759,1.24753,0.227992,1.47552,17412.0,4353.0,0.0,0.0,0.0
9,a+y,biomatch,1024,4,2,2,0,hycc,8412663.524000362,3166124.03199997,5246539.492000378,2.291464037,6.31989,3.75482,10.0747,6.2622,3.82336,10.0856,17412.0,4353.0,0.0,0.0,0.0
10,a+y,biomatch,1024,4,2,2,1,hycc,8412663.524000354,3166124.03199997,5246539.492000389,2.383605802,6.39099,3.67943,10.0704,6.25835,3.82605,10.0844,17412.0,4353.0,0.0,0.0,0.0
11,a+y,biomatch,1024,4,2,2,2,hycc,8412663.524000369,3166124.03199997,5246539.492000382,2.317382783,6.23934,3.82521,10.0646,6.39732,3.67906,10.0764,17412.0,4353.0,0.0,0.0,0.0
12,greedy,biomatch,1024,4,2,2,0,hycc,9432791.308000779,3163224.064000005,6269567.244000751,2.328079836,6.61644,3.73201,10.3484,6.55992,3.79211,10.352,17412.0,4353.0,0.0,0.0,0.0
13,greedy,biomatch,1024,4,2,2,1,hycc,9432791.308000777,3163224.064000005,6269567.244000795,2.370271759,6.61693,3.87559,10.4925,6.76899,3.72254,10.4915,17412.0,4353.0,0.0,0.0,0.0
14,greedy,biomatch,1024,4,2,2,2,hycc,9432791.308000758,3163224.064000005,6269567.244000744,2.331729404,6.61413,3.7054,10.3195,6.53905,3.78391,10.323,17412.0,4353.0,0.0,0.0,0.0
15,lp,biomatch,1024,4,2,2,0,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.337928545,0.514055,0.155554,0.669609,0.492899,0.174334,0.667233,17412.0,4353.0,7.296340725,0.099624307,0.084137487
16,lp,biomatch,1024,4,2,2,1,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.317591257,0.499771,0.171786,0.671558,0.514425,0.156623,0.671049,17412.0,4353.0,7.341347896,0.09957789099999999,0.084061816
17,lp,biomatch,1024,4,2,2,2,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.361214652,0.513841,0.154817,0.668658,0.493261,0.173294,0.666554,17412.0,4353.0,7.224291152,0.100559994,0.07204994399999999
18,lp+nm,biomatch,1024,4,2,2,0,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.308325226,0.498612,0.187181,0.685793,0.50042,0.184524,0.684943,17412.0,4353.0,8.318536882,0.0,0.083650822
19,lp+nm,biomatch,1024,4,2,2,1,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.376427833,0.515903,0.155658,0.671562,0.497154,0.17294,0.670093,17412.0,4353.0,8.340585159,0.0,0.084441559
20,lp+nm,biomatch,1024,4,2,2,2,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.330041437,0.525741,0.154712,0.680454,0.503659,0.174361,0.67802,17412.0,4353.0,8.335326665,0.0,0.08450220400000001
21,glp,biomatch,1024,4,2,2,0,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.320217006,0.495138,0.175132,0.67027,0.5153,0.155453,0.670753,17412.0,4353.0,29.112014234,0.0,0.0
22,glp,biomatch,1024,4,2,2,1,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.322150433,0.516694,0.156139,0.672833,0.498084,0.172544,0.670627,17412.0,4353.0,29.092261166,0.0,0.0
23,glp,biomatch,1024,4,2,2,2,hycc,3703539.711999983,3190409.2159999884,513130.4959999948,2.317117348,0.518742,0.154534,0.673277,0.495472,0.175274,0.670746,17412.0,4353.0,29.034682793,0.0,0.0
