,selection_scheme,test_case,input_size,num_parts,mutation_level,mutation_step_size,run,cost_model,ilp_cost,op_cost,conv_cost,compile_time,server_exec_time,server_load_time,server_total_time,client_exec_time,client_load_time,client_total_time,num_nodes,avg_partition_size,ilp_time,comb_time,part_time
0,b,biomatch,512,16,2,4,0,hycc,8365771.264000272,8365771.264000272,0.0,0.673115374,7.19789,2.18593,9.38382,7.26252,2.12005,9.38257,8708.0,544.0,0.0,0.0,0.0
1,b,biomatch,512,16,2,4,1,hycc,8365771.264000272,8365771.264000272,0.0,0.662381311,7.89627,1.99789,9.89416,7.98004,1.91256,9.8926,8708.0,544.0,0.0,0.0,0.0
2,b,biomatch,512,16,2,4,2,hycc,8365771.264000272,8365771.264000272,0.0,0.673181693,7.37824,1.95411,9.33235,7.49347,1.83803,9.3315,8708.0,544.0,0.0,0.0,0.0
3,y,biomatch,512,16,2,4,0,hycc,2292952.064000215,2292952.064000215,0.0,0.662287054,3.73872,1.68635,5.42507,3.72604,1.70634,5.43238,8708.0,544.0,0.0,0.0,0.0
4,y,biomatch,512,16,2,4,1,hycc,2292952.064000215,2292952.064000215,0.0,0.6394223849999999,3.83608,1.74719,5.58327,3.8529,1.73424,5.58714,8708.0,544.0,0.0,0.0,0.0
5,y,biomatch,512,16,2,4,2,hycc,2292952.064000215,2292952.064000215,0.0,0.662506084,3.72296,1.70344,5.4264,3.72528,1.70469,5.42997,8708.0,544.0,0.0,0.0,0.0
6,a+b,biomatch,512,16,2,4,0,hycc,4590910.543999975,3734849.0239999914,856061.5199999831,0.669166466,0.773532,0.121198,0.89473,0.790726,0.103753,0.894478,8708.0,544.0,0.0,0.0,0.0
7,a+b,biomatch,512,16,2,4,1,hycc,4590910.543999976,3734849.0239999914,856061.5199999835,0.679400893,0.811327,0.101251,0.912578,0.799565,0.111555,0.91112,8708.0,544.0,0.0,0.0,0.0
8,a+b,biomatch,512,16,2,4,2,hycc,4590910.543999975,3734849.0239999914,856061.5199999837,0.678321717,0.788853,0.103941,0.892794,0.774805,0.11599,0.890795,8708.0,544.0,0.0,0.0,0.0
9,a+y,biomatch,512,16,2,4,0,hycc,4206985.955999962,1583062.0159998538,2623923.9400001084,0.651282889,4.44789,1.75977,6.20767,4.3562,1.8557,6.2119,8708.0,544.0,0.0,0.0,0.0
10,a+y,biomatch,512,16,2,4,1,hycc,4206985.95599996,1583062.0159998538,2623923.9400001117,0.6790162249999999,3.43212,1.77299,5.2051,3.4634,1.74821,5.21161,8708.0,544.0,0.0,0.0,0.0
11,a+y,biomatch,512,16,2,4,2,hycc,4206985.955999969,1583062.0159998538,2623923.9400001043,0.647218124,4.20776,1.82501,6.03277,4.19296,1.84756,6.04052,8708.0,544.0,0.0,0.0,0.0
12,greedy,biomatch,512,16,2,4,0,hycc,4716907.7879998265,1581612.0319998565,3135295.755999974,0.6840594160000001,4.35658,1.85718,6.21375,4.45612,1.7616,6.21772,8708.0,544.0,0.0,0.0,0.0
13,greedy,biomatch,512,16,2,4,1,hycc,4716907.787999821,1581612.0319998565,3135295.7559999786,0.669740264,4.33926,1.85474,6.194,4.43307,1.76518,6.19826,8708.0,544.0,0.0,0.0,0.0
14,greedy,biomatch,512,16,2,4,2,hycc,4716907.787999838,1581612.0319998565,3135295.755999973,0.669248327,5.26417,1.81936,7.08353,5.26521,1.82309,7.0883,8708.0,544.0,0.0,0.0,0.0
15,lp,biomatch,512,16,2,4,0,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.6768853850000001,0.342835,0.0741707,0.417006,0.340925,0.0750852,0.41601,8708.0,544.0,0.980333011,0.053552804,0.07567634499999999
16,lp,biomatch,512,16,2,4,1,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.643236794,0.37802,0.0753015,0.453322,0.365055,0.0875117,0.452567,8708.0,544.0,0.953025495,0.045111411,0.064750916
17,lp,biomatch,512,16,2,4,2,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.672150044,0.363722,0.0780547,0.441776,0.353178,0.0882096,0.441387,8708.0,544.0,0.955465099,0.054925734,0.064735664
18,lp+nm,biomatch,512,16,2,4,0,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.659180328,0.408852,0.0765707,0.485423,0.395772,0.088528,0.4843,8708.0,544.0,1.380310093,0.0,0.07217261000000001
19,lp+nm,biomatch,512,16,2,4,1,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.656319348,0.399805,0.0863365,0.486141,0.410805,0.0755703,0.486376,8708.0,544.0,1.38403871,0.0,0.07470209300000001
20,lp+nm,biomatch,512,16,2,4,2,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.681736172,0.41337,0.0887773,0.502148,0.412302,0.0892318,0.501534,8708.0,544.0,1.385984172,0.0,0.064350584
21,glp,biomatch,512,16,2,4,0,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.649013492,0.409177,0.0764565,0.485633,0.394447,0.0887506,0.483197,8708.0,544.0,18.236364031,0.0,0.0
22,glp,biomatch,512,16,2,4,1,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.639860073,0.404763,0.0939925,0.498756,0.404484,0.094057,0.498541,8708.0,544.0,18.228474771,0.0,0.0
23,glp,biomatch,512,16,2,4,2,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.648517314,0.412392,0.0748925,0.487285,0.398276,0.0864488,0.484725,8708.0,544.0,18.255778072,0.0,0.0
