,selection_scheme,test_case,input_size,num_parts,mutation_level,mutation_step_size,run,cost_model,ilp_cost,op_cost,conv_cost,compile_time,server_exec_time,server_load_time,server_total_time,client_exec_time,client_load_time,client_total_time,num_nodes,avg_partition_size,ilp_time,comb_time,part_time
0,b,biomatch,256,16,4,4,0,hycc,4182885.631999827,4182885.631999827,0.0,0.24601304200000002,3.23272,0.935186,4.16791,3.28443,0.882822,4.16725,4356.0,272.0,0.0,0.0,0.0
1,b,biomatch,256,16,4,4,1,hycc,4182885.631999827,4182885.631999827,0.0,0.205993958,3.42009,0.890982,4.31107,3.4131,0.895973,4.30908,4356.0,272.0,0.0,0.0,0.0
2,b,biomatch,256,16,4,4,2,hycc,4182885.631999827,4182885.631999827,0.0,0.24405734899999998,3.35536,0.962025,4.31739,3.39676,0.919698,4.31646,4356.0,272.0,0.0,0.0,0.0
3,y,biomatch,256,16,4,4,0,hycc,1146476.03199999,1146476.03199999,0.0,0.24278403399999998,1.98159,0.898304,2.87989,1.94825,0.930578,2.87883,4356.0,272.0,0.0,0.0,0.0
4,y,biomatch,256,16,4,4,1,hycc,1146476.03199999,1146476.03199999,0.0,0.242715085,1.52775,0.826179,2.35393,1.51045,0.841433,2.35188,4356.0,272.0,0.0,0.0,0.0
5,y,biomatch,256,16,4,4,2,hycc,1146476.03199999,1146476.03199999,0.0,0.202870234,1.9024,0.887793,2.79019,1.96022,0.82876,2.78898,4356.0,272.0,0.0,0.0,0.0
6,a+b,biomatch,256,16,4,4,0,hycc,2296126.7999999365,1867424.5119999296,428702.2880000069,0.201816819,0.489203,0.0627128,0.551916,0.496861,0.0540558,0.550917,4356.0,272.0,0.0,0.0,0.0
7,a+b,biomatch,256,16,4,4,1,hycc,2296126.799999936,1867424.5119999296,428702.2880000067,0.21292255599999999,0.535253,0.0555083,0.590761,0.535619,0.0537081,0.589327,4356.0,272.0,0.0,0.0,0.0
8,a+b,biomatch,256,16,4,4,2,hycc,2296126.7999999365,1867424.5119999296,428702.2880000067,0.207303063,0.538235,0.0584946,0.59673,0.542063,0.0536785,0.595741,4356.0,272.0,0.0,0.0,0.0
9,a+y,biomatch,256,16,4,4,0,hycc,2104147.1719999937,791531.0079999665,1312616.1640000283,0.246594187,1.80668,0.928376,2.73505,1.78862,0.945751,2.73438,4356.0,272.0,0.0,0.0,0.0
10,a+y,biomatch,256,16,4,4,1,hycc,2104147.171999992,791531.0079999665,1312616.164000027,0.20594872,3.0471,0.960053,4.00716,3.08194,0.922464,4.00441,4356.0,272.0,0.0,0.0,0.0
11,a+y,biomatch,256,16,4,4,2,hycc,2104147.1719999956,791531.0079999665,1312616.1640000266,0.206532007,3.64676,0.969003,4.61577,3.56872,1.04646,4.61518,4356.0,272.0,0.0,0.0,0.0
12,greedy,biomatch,256,16,4,4,0,hycc,2358966.0279999967,790806.0159999627,1568160.0120000355,0.255308995,1.96697,1.10359,3.07056,1.96338,1.10644,3.06982,4356.0,272.0,0.0,0.0,0.0
13,greedy,biomatch,256,16,4,4,1,hycc,2358966.0279999953,790806.0159999627,1568160.0120000339,0.242701455,1.88431,0.984235,2.86855,1.89343,0.974052,2.86748,4356.0,272.0,0.0,0.0,0.0
14,greedy,biomatch,256,16,4,4,2,hycc,2358966.0279999953,790806.0159999627,1568160.0120000313,0.261804842,2.54152,1.02798,3.5695,2.53841,1.03044,3.56885,4356.0,272.0,0.0,0.0,0.0
15,lp,biomatch,256,16,4,4,0,hycc,925884.9279999691,797602.3039999683,128282.62400000077,0.245000089,0.308594,0.0483418,0.356935,0.308443,0.0480631,0.356506,4356.0,272.0,1.037412813,0.035918771,0.056801006
16,lp,biomatch,256,16,4,4,1,hycc,925884.9279999691,797602.3039999683,128282.62400000077,0.237905858,0.308975,0.0449832,0.353958,0.308873,0.0445101,0.353383,4356.0,272.0,1.031490244,0.033978127999999996,0.05675317
17,lp,biomatch,256,16,4,4,2,hycc,925884.9279999691,797602.3039999683,128282.62400000077,0.249585108,0.333199,0.0469218,0.380121,0.330101,0.0478511,0.377952,4356.0,272.0,1.037395921,0.034999073000000006,0.041210436
18,lp+nm,biomatch,256,16,4,4,0,hycc,927277.3509999689,797992.5189999682,129284.83200000078,0.255328942,0.342617,0.0392758,0.381893,0.335654,0.0446603,0.380315,4356.0,272.0,0.614124361,0.0,0.056540087999999995
19,lp+nm,biomatch,256,16,4,4,1,hycc,927277.3509999689,797992.5189999682,129284.83200000078,0.24103054299999999,0.33459,0.0466954,0.381285,0.341651,0.0396132,0.381264,4356.0,272.0,0.617792067,0.0,0.055848171
20,lp+nm,biomatch,256,16,4,4,2,hycc,927277.3509999689,797992.5189999682,129284.83200000078,0.210016717,0.338215,0.0453025,0.383517,0.344357,0.0392988,0.383655,4356.0,272.0,0.6147004699999999,0.0,0.056975714000000004
21,glp,biomatch,256,16,4,4,0,hycc,925884.9279999691,797602.3039999683,128282.62400000077,0.23972903099999998,0.338525,0.040579,0.379104,0.331298,0.0452664,0.376564,4356.0,272.0,4.721600172,0.0,0.0
22,glp,biomatch,256,16,4,4,1,hycc,925884.9279999691,797602.3039999683,128282.62400000077,0.20516548399999998,0.341238,0.0403115,0.381549,0.335269,0.0442205,0.379489,4356.0,272.0,4.710432656,0.0,0.0
23,glp,biomatch,256,16,4,4,2,hycc,925884.9279999691,797602.3039999683,128282.62400000077,0.211221283,0.34307,0.0405589,0.383629,0.336262,0.0447148,0.380977,4356.0,272.0,4.734235508,0.0,0.0
