,selection_scheme,test_case,input_size,num_parts,mutation_level,mutation_step_size,run,cost_model,ilp_cost,op_cost,conv_cost,compile_time,server_exec_time,server_load_time,server_total_time,client_exec_time,client_load_time,client_total_time,num_nodes,avg_partition_size,ilp_time,comb_time,part_time
0,b,biomatch,512,8,1,2,0,hycc,8365771.264000272,8365771.264000272,0.0,0.671494039,7.85356,1.98637,9.83994,7.89833,1.94199,9.84032,8708.0,1088.0,0.0,0.0,0.0
1,b,biomatch,512,8,1,2,1,hycc,8365771.264000272,8365771.264000272,0.0,0.666538988,7.81104,2.033,9.84404,7.77875,2.06375,9.8425,8708.0,1088.0,0.0,0.0,0.0
2,b,biomatch,512,8,1,2,2,hycc,8365771.264000272,8365771.264000272,0.0,0.689218456,6.85618,1.96316,8.81934,6.85752,1.961,8.81852,8708.0,1088.0,0.0,0.0,0.0
3,y,biomatch,512,8,1,2,0,hycc,2292952.064000215,2292952.064000215,0.0,0.677665041,3.78775,1.70641,5.49416,3.79731,1.70478,5.50209,8708.0,1088.0,0.0,0.0,0.0
4,y,biomatch,512,8,1,2,1,hycc,2292952.064000215,2292952.064000215,0.0,0.667810198,3.77025,1.71136,5.48161,3.88821,1.6,5.48822,8708.0,1088.0,0.0,0.0,0.0
5,y,biomatch,512,8,1,2,2,hycc,2292952.064000215,2292952.064000215,0.0,0.6747140829999999,3.74806,1.69968,5.44773,3.84036,1.614,5.45437,8708.0,1088.0,0.0,0.0,0.0
6,a+b,biomatch,512,8,1,2,0,hycc,4590910.543999975,3734849.0239999914,856061.5199999835,0.679419354,0.771652,0.101755,0.873406,0.774213,0.0979171,0.87213,8708.0,1088.0,0.0,0.0,0.0
7,a+b,biomatch,512,8,1,2,1,hycc,4590910.543999976,3734849.0239999914,856061.519999984,0.6544098300000001,0.80571,0.10384,0.90955,0.808355,0.100569,0.908924,8708.0,1088.0,0.0,0.0,0.0
8,a+b,biomatch,512,8,1,2,2,hycc,4590910.543999975,3734849.0239999914,856061.519999984,0.746791985,0.845939,0.11583,0.961768,0.865293,0.0969638,0.962257,8708.0,1088.0,0.0,0.0,0.0
9,a+y,biomatch,512,8,1,2,0,hycc,4206985.9559999695,1583062.0159998538,2623923.94000011,0.63141195,4.21711,1.83066,6.04778,4.3508,1.70413,6.05492,8708.0,1088.0,0.0,0.0,0.0
10,a+y,biomatch,512,8,1,2,1,hycc,4206985.955999967,1583062.0159998538,2623923.9400001136,0.665457218,4.2428,1.80991,6.05271,4.34919,1.71022,6.05941,8708.0,1088.0,0.0,0.0,0.0
11,a+y,biomatch,512,8,1,2,2,hycc,4206985.955999965,1583062.0159998538,2623923.940000119,0.667046071,5.01595,1.83794,6.85389,5.0955,1.76443,6.85993,8708.0,1088.0,0.0,0.0,0.0
12,greedy,biomatch,512,8,1,2,0,hycc,4716907.787999833,1581612.0319998565,3135295.755999974,0.684462994,4.28204,1.77574,6.05778,4.32251,1.73919,6.0617,8708.0,1088.0,0.0,0.0,0.0
13,greedy,biomatch,512,8,1,2,1,hycc,4716907.787999832,1581612.0319998565,3135295.755999973,0.69476299,4.36049,1.77575,6.13624,4.33571,1.80654,6.14224,8708.0,1088.0,0.0,0.0,0.0
14,greedy,biomatch,512,8,1,2,2,hycc,4716907.787999836,1581612.0319998565,3135295.7559999763,0.680334914,4.28742,1.81195,6.09938,4.29766,1.80678,6.10444,8708.0,1088.0,0.0,0.0,0.0
15,lp,biomatch,512,8,1,2,0,hycc,1852463.1029998588,1595396.75099986,257066.35199999882,0.671990376,0.341308,0.0770982,0.418406,0.341359,0.0766617,0.418021,8708.0,1088.0,0.7161656289999999,0.039078302999999995,0.06940961799999999
16,lp,biomatch,512,8,1,2,1,hycc,1852463.1029998588,1595396.75099986,257066.35199999882,0.639323341,0.342556,0.0765735,0.419129,0.34131,0.0763465,0.417657,8708.0,1088.0,0.7270635150000001,0.036577617,0.058983091
17,lp,biomatch,512,8,1,2,2,hycc,1852463.1029998588,1595396.75099986,257066.35199999882,0.668697377,0.359339,0.0879435,0.447283,0.369654,0.0769249,0.446579,8708.0,1088.0,0.744174284,0.037310929,0.065272755
18,lp+nm,biomatch,512,8,1,2,0,hycc,1852463.1029998588,1595396.75099986,257066.35199999882,0.701708892,0.396248,0.0779142,0.474162,0.394687,0.0769301,0.471618,8708.0,1088.0,1.771718988,0.0,0.059271218
19,lp+nm,biomatch,512,8,1,2,1,hycc,1852463.1029998588,1595396.75099986,257066.35199999882,0.6377600250000001,0.415342,0.0760598,0.491402,0.40027,0.088437,0.488707,8708.0,1088.0,1.763642429,0.0,0.066677241
20,lp+nm,biomatch,512,8,1,2,2,hycc,1852463.1029998588,1595396.75099986,257066.35199999882,0.648531247,0.42196,0.0773155,0.499275,0.407336,0.0893,0.496636,8708.0,1088.0,1.767007956,0.0,0.059995422
21,glp,biomatch,512,8,1,2,0,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.683582893,0.40422,0.0774394,0.481659,0.392578,0.0874492,0.480028,8708.0,1088.0,18.450144083,0.0,0.0
22,glp,biomatch,512,8,1,2,1,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.649013554,0.405297,0.0766537,0.481951,0.391934,0.0876774,0.479611,8708.0,1088.0,18.490463437,0.0,0.0
23,glp,biomatch,512,8,1,2,2,hycc,1851769.8559998586,1595204.6079998598,256565.24799999883,0.687149057,0.402585,0.0882081,0.490793,0.415669,0.0755131,0.491182,8708.0,1088.0,18.768704615,0.0,0.0
