,test_case,minimization_time,input_size,cost_model,variant,module_bundle_time,selection_time,runner,run,server_load_time,server_exec_time,client_load_time,client_exec_time,selection_scheme
0,biomatch,600,2048,hycc,,0.0,0.0,CIRCUIT-SIM,0,19.1473,43.7342,,,
1,biomatch,600,2048,hycc,,0.0,0.0,CIRCUIT-SIM,1,19.1822,43.6857,,,
2,biomatch,600,2048,hycc,,0.0,0.0,ABY-HYCC,2,19.1616,43.8116,,,
3,biomatch,600,2048,hycc,,0.0,0.0,ABY-HYCC,0,88.2931,17.1891,99.6352,5.84656,
4,biomatch,600,2048,hycc,,0.0,0.0,ABY-HYCC,1,98.5843,8.15558,100.787,5.94995,
5,biomatch,600,2048,hycc,,0.0,0.0,ABY-HYCC,2,101.033,5.83538,91.3764,15.4888,
6,biomatch,600,2048,hycc,['--all-variants'],0.02791142463684082,11.30190920829773,ABY-HYCC,0,157.686,6.31605,152.633,11.3688,yaonly
7,biomatch,600,2048,hycc,['--all-variants'],0.02791142463684082,11.30190920829773,ABY-HYCC,1,152.999,12.0907,158.989,6.09721,yaonly
8,biomatch,600,2048,hycc,['--all-variants'],0.02791142463684082,11.30190920829773,ABY-HYCC,2,158.898,6.44049,153.646,11.6894,yaonly
9,biomatch,600,2048,hycc,['--all-variants'],0.02791142463684082,11.30190920829773,ABY-HYCC,0,3.42819,0.78798,3.34381,0.869407,yaohybrid
10,biomatch,600,2048,hycc,['--all-variants'],0.02791142463684082,11.30190920829773,ABY-HYCC,1,3.45694,0.868372,3.47538,0.845836,yaohybrid
11,biomatch,600,2048,hycc,['--all-variants'],0.02791142463684082,11.30190920829773,ABY-HYCC,2,3.47746,0.867283,3.25566,1.08597,yaohybrid
12,biomatch,600,2048,hycc,['--all-variants'],0.02791142463684082,11.30190920829773,ABY-HYCC,0,150.255,10.804,146.57,14.4875,gmwonly
13,biomatch,600,2048,hycc,['--all-variants'],0.02791142463684082,11.30190920829773,ABY-HYCC,1,144.425,16.1055,150.511,10.0157,gmwonly
14,biomatch,600,2048,hycc,['--all-variants'],0.02791142463684082,11.30190920829773,ABY-HYCC,2,150.591,10.4453,146.662,14.3717,gmwonly
15,biomatch,600,2048,hycc,['--all-variants'],0.02791142463684082,11.30190920829773,ABY-HYCC,0,3.69799,1.07939,3.62158,1.15278,gmwhybrid
16,biomatch,600,2048,hycc,['--all-variants'],0.02791142463684082,11.30190920829773,ABY-HYCC,1,3.7352,0.989194,3.75492,0.96624,gmwhybrid
17,biomatch,600,2048,hycc,['--all-variants'],0.02791142463684082,11.30190920829773,ABY-HYCC,2,3.68027,1.11273,3.64844,1.13952,gmwhybrid
18,biomatch,600,2048,hycc,['--all-variants'],0.02791142463684082,11.30190920829773,ABY-HYCC,0,6.04254,1.15406,5.42189,1.77152,ps_optimized
19,biomatch,600,2048,hycc,['--all-variants'],0.02791142463684082,11.30190920829773,ABY-HYCC,1,5.39429,1.92449,6.16677,1.14836,ps_optimized
20,biomatch,600,2048,hycc,['--all-variants'],0.02791142463684082,11.30190920829773,ABY-HYCC,2,6.12749,1.15785,5.63442,1.64781,ps_optimized
