,test_case,minimization_time,input_size,cost_model,variant,module_bundle_time,selection_time,runner,run,server_load_time,server_exec_time,client_load_time,client_exec_time,selection_scheme
0,biomatch,60,1024,hycc,,0.0,0.0,CIRCUIT-SIM,0,9.61696,21.6146,,,
1,biomatch,60,1024,hycc,,0.0,0.0,CIRCUIT-SIM,1,9.60298,21.6118,,,
2,biomatch,60,1024,hycc,,0.0,0.0,ABY-HYCC,2,9.60178,21.6032,,,
3,biomatch,60,1024,hycc,,0.0,0.0,ABY-HYCC,0,42.4274,3.26311,40.522,5.16781,
4,biomatch,60,1024,hycc,,0.0,0.0,ABY-HYCC,1,40.4089,5.34498,42.5365,3.2143,
5,biomatch,60,1024,hycc,,0.0,0.0,ABY-HYCC,2,41.9035,3.26944,39.7861,5.38373,
6,biomatch,60,1024,hycc,['--all-variants'],0.027140140533447266,6.5870325565338135,ABY-HYCC,0,79.0591,3.19964,74.5763,7.67713,yaonly
7,biomatch,60,1024,hycc,['--all-variants'],0.027140140533447266,6.5870325565338135,ABY-HYCC,1,74.4893,6.3829,77.6838,3.18429,yaonly
8,biomatch,60,1024,hycc,['--all-variants'],0.027140140533447266,6.5870325565338135,ABY-HYCC,2,76.3473,4.54728,77.7184,3.17292,yaonly
9,biomatch,60,1024,hycc,['--all-variants'],0.027140140533447266,6.5870325565338135,ABY-HYCC,0,1.67155,0.53952,1.53353,0.675428,yaohybrid
10,biomatch,60,1024,hycc,['--all-variants'],0.027140140533447266,6.5870325565338135,ABY-HYCC,1,1.68405,0.536327,1.52887,0.691331,yaohybrid
11,biomatch,60,1024,hycc,['--all-variants'],0.027140140533447266,6.5870325565338135,ABY-HYCC,2,1.6773,0.550507,1.51586,0.708815,yaohybrid
12,biomatch,60,1024,hycc,['--all-variants'],0.027140140533447266,6.5870325565338135,ABY-HYCC,0,72.6292,6.26157,73.9921,4.89537,gmwonly
13,biomatch,60,1024,hycc,['--all-variants'],0.027140140533447266,6.5870325565338135,ABY-HYCC,1,74.0242,5.30193,71.295,8.02786,gmwonly
14,biomatch,60,1024,hycc,['--all-variants'],0.027140140533447266,6.5870325565338135,ABY-HYCC,2,71.5254,7.7215,74.2464,4.99634,gmwonly
15,biomatch,60,1024,hycc,['--all-variants'],0.027140140533447266,6.5870325565338135,ABY-HYCC,0,1.63829,0.858739,1.81649,0.677406,gmwhybrid
16,biomatch,60,1024,hycc,['--all-variants'],0.027140140533447266,6.5870325565338135,ABY-HYCC,1,1.82022,0.677431,1.77074,0.724295,gmwhybrid
17,biomatch,60,1024,hycc,['--all-variants'],0.027140140533447266,6.5870325565338135,ABY-HYCC,2,1.66873,0.871674,1.85134,0.686213,gmwhybrid
18,biomatch,60,1024,hycc,['--all-variants'],0.027140140533447266,6.5870325565338135,ABY-HYCC,0,3.06216,0.693274,2.81332,0.938938,ps_optimized
19,biomatch,60,1024,hycc,['--all-variants'],0.027140140533447266,6.5870325565338135,ABY-HYCC,1,2.6249,0.926872,2.87427,0.674605,ps_optimized
20,biomatch,60,1024,hycc,['--all-variants'],0.027140140533447266,6.5870325565338135,ABY-HYCC,2,2.48889,1.08128,2.90411,0.663237,ps_optimized
