,test_case,minimization_time,input_size,cost_model,variant,module_bundle_time,selection_time,runner,run,server_load_time,server_exec_time,client_load_time,client_exec_time,selection_scheme
0,biomatch,600,1024,hycc,,0.0,0.0,CIRCUIT-SIM,0,9.76004,23.4995,,,
1,biomatch,600,1024,hycc,,0.0,0.0,CIRCUIT-SIM,1,9.66554,21.5556,,,
2,biomatch,600,1024,hycc,,0.0,0.0,ABY-HYCC,2,9.56413,21.4011,,,
3,biomatch,600,1024,hycc,,0.0,0.0,ABY-HYCC,0,42.2865,3.16157,42.3894,3.05819,
4,biomatch,600,1024,hycc,,0.0,0.0,ABY-HYCC,1,42.3911,3.12712,41.6838,3.83365,
5,biomatch,600,1024,hycc,,0.0,0.0,ABY-HYCC,2,42.1215,3.17395,41.6935,3.60025,
6,biomatch,600,1024,hycc,['--all-variants'],0.036403656005859375,6.602141380310059,ABY-HYCC,0,77.4302,3.33103,74.5418,6.21938,yaonly
7,biomatch,600,1024,hycc,['--all-variants'],0.036403656005859375,6.602141380310059,ABY-HYCC,1,74.7741,6.02411,77.7851,3.00986,yaonly
8,biomatch,600,1024,hycc,['--all-variants'],0.036403656005859375,6.602141380310059,ABY-HYCC,2,77.0289,3.27113,74.9818,5.31508,yaonly
9,biomatch,600,1024,hycc,['--all-variants'],0.036403656005859375,6.602141380310059,ABY-HYCC,0,1.6358,0.543034,1.57606,0.599512,yaohybrid
10,biomatch,600,1024,hycc,['--all-variants'],0.036403656005859375,6.602141380310059,ABY-HYCC,1,1.62543,0.521971,1.57141,0.572578,yaohybrid
11,biomatch,600,1024,hycc,['--all-variants'],0.036403656005859375,6.602141380310059,ABY-HYCC,2,1.6256,0.607904,1.69293,0.536494,yaohybrid
12,biomatch,600,1024,hycc,['--all-variants'],0.036403656005859375,6.602141380310059,ABY-HYCC,0,71.3161,7.68354,74.1295,4.86713,gmwonly
13,biomatch,600,1024,hycc,['--all-variants'],0.036403656005859375,6.602141380310059,ABY-HYCC,1,70.6582,8.43641,74.0687,5.02212,gmwonly
14,biomatch,600,1024,hycc,['--all-variants'],0.036403656005859375,6.602141380310059,ABY-HYCC,2,73.8705,5.53939,70.9566,8.44938,gmwonly
15,biomatch,600,1024,hycc,['--all-variants'],0.036403656005859375,6.602141380310059,ABY-HYCC,0,1.79513,0.681241,1.70924,0.763523,gmwhybrid
16,biomatch,600,1024,hycc,['--all-variants'],0.036403656005859375,6.602141380310059,ABY-HYCC,1,1.81384,0.934597,1.945,0.800011,gmwhybrid
17,biomatch,600,1024,hycc,['--all-variants'],0.036403656005859375,6.602141380310059,ABY-HYCC,2,1.80659,0.780399,1.67209,0.911677,gmwhybrid
18,biomatch,600,1024,hycc,['--all-variants'],0.036403656005859375,6.602141380310059,ABY-HYCC,0,2.5694,1.07394,2.89954,0.742756,ps_optimized
19,biomatch,600,1024,hycc,['--all-variants'],0.036403656005859375,6.602141380310059,ABY-HYCC,1,2.89052,0.786246,2.6005,1.07314,ps_optimized
20,biomatch,600,1024,hycc,['--all-variants'],0.036403656005859375,6.602141380310059,ABY-HYCC,2,2.88123,0.760899,2.61931,1.01928,ps_optimized
