,test_case,minimization_time,input_size,cost_model,variant,module_bundle_time,selection_time,runner,run,server_load_time,server_exec_time,client_load_time,client_exec_time,selection_scheme
0,biomatch,60,256,hycc,,0.0,0.0,CIRCUIT-SIM,0,2.45287,5.80882,,,
1,biomatch,60,256,hycc,,0.0,0.0,CIRCUIT-SIM,1,2.45221,5.80533,,,
2,biomatch,60,256,hycc,,0.0,0.0,ABY-HYCC,2,2.39548,5.81318,,,
3,biomatch,60,256,hycc,,0.0,0.0,ABY-HYCC,0,10.0314,1.32393,9.99465,1.35535,
4,biomatch,60,256,hycc,,0.0,0.0,ABY-HYCC,1,10.2606,1.33422,9.59957,1.99219,
5,biomatch,60,256,hycc,,0.0,0.0,ABY-HYCC,2,9.95572,1.33454,9.88777,1.39953,
6,biomatch,60,256,hycc,['--all-variants'],0.03714895248413086,2.7990734577178955,ABY-HYCC,0,19.101,1.63916,19.6376,1.09762,yaonly
7,biomatch,60,256,hycc,['--all-variants'],0.03714895248413086,2.7990734577178955,ABY-HYCC,1,19.8768,1.09845,18.91,2.06284,yaonly
8,biomatch,60,256,hycc,['--all-variants'],0.03714895248413086,2.7990734577178955,ABY-HYCC,2,19.6643,1.29061,19.1062,1.84562,yaonly
9,biomatch,60,256,hycc,['--all-variants'],0.03714895248413086,2.7990734577178955,ABY-HYCC,0,0.356631,0.347422,0.376092,0.323693,yaohybrid
10,biomatch,60,256,hycc,['--all-variants'],0.03714895248413086,2.7990734577178955,ABY-HYCC,1,0.354848,0.320945,0.355426,0.316814,yaohybrid
11,biomatch,60,256,hycc,['--all-variants'],0.03714895248413086,2.7990734577178955,ABY-HYCC,2,0.361841,0.301624,0.360481,0.301496,yaohybrid
12,biomatch,60,256,hycc,['--all-variants'],0.03714895248413086,2.7990734577178955,ABY-HYCC,0,17.8791,2.10429,17.9457,2.03551,gmwonly
13,biomatch,60,256,hycc,['--all-variants'],0.03714895248413086,2.7990734577178955,ABY-HYCC,1,17.7175,2.64265,18.1022,2.25468,gmwonly
14,biomatch,60,256,hycc,['--all-variants'],0.03714895248413086,2.7990734577178955,ABY-HYCC,2,17.7521,2.4023,18.1293,2.02131,gmwonly
15,biomatch,60,256,hycc,['--all-variants'],0.03714895248413086,2.7990734577178955,ABY-HYCC,0,0.433222,0.329075,0.406482,0.353128,gmwhybrid
16,biomatch,60,256,hycc,['--all-variants'],0.03714895248413086,2.7990734577178955,ABY-HYCC,1,0.40412,0.355899,0.359047,0.400514,gmwhybrid
17,biomatch,60,256,hycc,['--all-variants'],0.03714895248413086,2.7990734577178955,ABY-HYCC,2,0.397931,0.354762,0.368844,0.381141,gmwhybrid
18,biomatch,60,256,hycc,['--all-variants'],0.03714895248413086,2.7990734577178955,ABY-HYCC,0,0.636893,0.352559,0.585617,0.400757,ps_optimized
19,biomatch,60,256,hycc,['--all-variants'],0.03714895248413086,2.7990734577178955,ABY-HYCC,1,0.649214,0.357646,0.595098,0.408908,ps_optimized
20,biomatch,60,256,hycc,['--all-variants'],0.03714895248413086,2.7990734577178955,ABY-HYCC,2,0.665513,0.337492,0.603047,0.398088,ps_optimized
