,test_case,minimization_time,input_size,cost_model,variant,module_bundle_time,selection_time,runner,run,server_load_time,server_exec_time,client_load_time,client_exec_time,selection_scheme
0,biomatch,10,256,hycc,,0.0,0.0,CIRCUIT-SIM,0,2.44243,5.78395,,,
1,biomatch,10,256,hycc,,0.0,0.0,CIRCUIT-SIM,1,2.41705,5.79024,,,
2,biomatch,10,256,hycc,,0.0,0.0,ABY-HYCC,2,2.40809,5.79723,,,
3,biomatch,10,256,hycc,,0.0,0.0,ABY-HYCC,0,9.77928,1.27818,9.8919,1.16034,
4,biomatch,10,256,hycc,,0.0,0.0,ABY-HYCC,1,10.119,1.3466,9.7924,1.66969,
5,biomatch,10,256,hycc,,0.0,0.0,ABY-HYCC,2,10.2066,1.34228,9.66634,1.87931,
6,biomatch,10,256,hycc,['--all-variants'],0.03648543357849121,2.7602107524871826,ABY-HYCC,0,19.7003,1.40711,19.8058,1.30136,yaonly
7,biomatch,10,256,hycc,['--all-variants'],0.03648543357849121,2.7602107524871826,ABY-HYCC,1,19.6458,1.3378,19.5444,1.43655,yaonly
8,biomatch,10,256,hycc,['--all-variants'],0.03648543357849121,2.7602107524871826,ABY-HYCC,2,19.5259,1.25811,19.6442,1.13617,yaonly
9,biomatch,10,256,hycc,['--all-variants'],0.03648543357849121,2.7602107524871826,ABY-HYCC,0,0.406449,0.322939,0.352034,0.375258,yaohybrid
10,biomatch,10,256,hycc,['--all-variants'],0.03648543357849121,2.7602107524871826,ABY-HYCC,1,0.358521,0.328041,0.352579,0.333205,yaohybrid
11,biomatch,10,256,hycc,['--all-variants'],0.03648543357849121,2.7602107524871826,ABY-HYCC,2,0.378988,0.343505,0.310991,0.40889,yaohybrid
12,biomatch,10,256,hycc,['--all-variants'],0.03648543357849121,2.7602107524871826,ABY-HYCC,0,18.5547,1.62986,17.6951,2.48568,gmwonly
13,biomatch,10,256,hycc,['--all-variants'],0.03648543357849121,2.7602107524871826,ABY-HYCC,1,18.0077,1.66228,18.1155,1.55191,gmwonly
14,biomatch,10,256,hycc,['--all-variants'],0.03648543357849121,2.7602107524871826,ABY-HYCC,2,18.3481,2.11832,17.684,2.77931,gmwonly
15,biomatch,10,256,hycc,['--all-variants'],0.03648543357849121,2.7602107524871826,ABY-HYCC,0,0.407334,0.375407,0.42742,0.352635,gmwhybrid
16,biomatch,10,256,hycc,['--all-variants'],0.03648543357849121,2.7602107524871826,ABY-HYCC,1,0.405982,0.327671,0.353819,0.376543,gmwhybrid
17,biomatch,10,256,hycc,['--all-variants'],0.03648543357849121,2.7602107524871826,ABY-HYCC,2,0.388795,0.360535,0.356118,0.389292,gmwhybrid
18,biomatch,10,256,hycc,['--all-variants'],0.03648543357849121,2.7602107524871826,ABY-HYCC,0,0.618771,0.363084,0.567266,0.412834,ps_optimized
19,biomatch,10,256,hycc,['--all-variants'],0.03648543357849121,2.7602107524871826,ABY-HYCC,1,0.631257,0.333657,0.612319,0.349075,ps_optimized
20,biomatch,10,256,hycc,['--all-variants'],0.03648543357849121,2.7602107524871826,ABY-HYCC,2,0.54555,0.448382,0.638955,0.353336,ps_optimized
