,biomatch,kmeans,gcd,histogram,db_merge,db_join2,gauss,mnist,cryptonets
lan_optimized_lan,"[881.9169999999999, 886.187, 881.0810000000001, 915.123, 913.5450000000001, 896.553, 913.5290000000001, 882.514, 888.235, 929.022]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[240.782, 240.45999999999998, 240.572, 237.171, 251.58499999999998, 238.47299999999998, 244.792, 238.643, 251.886, 250.555]","[792.976, 783.427, 800.495, 784.384, 785.24, 785.785, 786.394, 785.81, 779.586, 789.859]","[364.902, 359.353, 374.47200000000004, 356.029, 372.269, 355.429, 359.31100000000004, 375.064, 375.124, 362.929]","[964.289, 918.173, 947.826, 963.6680000000001, 946.922, 952.493, 1026.241, 1037.243, 981.0449999999998, 981.063]","[240.551, 246.311, 249.151, 241.895, 285.432, 248.564, 240.697, 247.904, 239.749, 239.019]",,"[969.2049999999999, 1110.069, 996.5459999999999, 1157.666, 964.0999999999999, 1019.2570000000001, 975.6619999999999, 1104.9679999999998, 933.025, 973.4699999999999]"
gmwhybrid_wan,[],[],[],[],[],[],[],[],[]
wan_optimized_wan,"[1972.2529999999997, 2162.5009999999997, 2168.558, 2015.888, 2165.126, 2018.114, 2064.681, 2110.384, 1974.772, 2063.624]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[711.03, 711.5820000000001, 709.729, 714.661, 713.218, 709.674, 711.595, 713.1759999999999, 714.374, 712.502]","[1474.787, 1479.6019999999999, 1519.669, 1502.327, 1468.4390000000003, 1479.775, 1563.506, 1472.559, 1505.1580000000001, 1549.454]","[1185.06, 1091.837, 1089.499, 1186.031, 1185.0810000000001, 1090.721, 1140.188, 1091.682, 1093.73, 1141.801]","[1784.3830000000003, 1875.0020000000002, 1877.2760000000003, 1780.493, 1822.085, 1829.7479999999998, 1833.5660000000003, 1829.018, 1871.6270000000002, 1831.4009999999998]","[713.933, 713.7070000000001, 714.077, 714.078, 713.83, 714.558, 713.4380000000001, 712.613, 713.6700000000001, 712.637]",,"[2287.973, 2201.8650000000002, 2295.065, 2292.057, 2248.689, 2383.074, 2435.3360000000002, 2338.087, 2288.949, 2379.9750000000004]"
yaohybrid_wan,"[1259.1319999999998, 1258.782, 1355.839, 1260.093, 1308.5980000000002, 1256.831, 1253.114, 1307.009, 1400.779, 1260.838]","[4587.153, 4394.429999999999, 4631.9259999999995, 4315.122, 4414.3060000000005, 4386.456999999999, 4304.665, 4321.066, 4309.253, 4236.598000000001]","[710.52, 712.957, 710.2439999999999, 710.147, 711.7919999999999, 711.054, 711.652, 711.845, 711.347, 712.1379999999999]","[1474.213, 1510.5800000000002, 1521.285, 1511.191, 1620.164, 1523.171, 1471.356, 1477.8890000000001, 1524.102, 1570.7420000000002]","[1429.351, 1472.307, 1378.565, 1427.3719999999998, 1426.4450000000002, 1474.3609999999999, 1476.982, 1429.586, 1477.12, 1381.817]","[2099.792, 2054.256, 2149.532, 2289.506, 2054.658, 2009.437, 2004.4739999999997, 2200.5609999999997, 2100.023, 2099.3010000000004]","[1818.6839999999997, 1821.9199999999998, 1913.873, 1819.5320000000002, 1815.3949999999998, 1817.578, 1818.908, 1913.238, 1866.9250000000002, 1964.574]","[9154.774999999998, 12322.307, 9922.651, 10260.625, 9381.164, 9468.322, 9135.467999999999, 9408.867999999999, 9693.056999999999, 9554.629]","[2320.95, 2274.5069999999996, 2336.4300000000003, 2387.883, 2374.722, 2341.169, 2385.582, 2290.906, 2342.691, 2385.6949999999997]"
gmwhybrid_lan,[],[],[],[],[],[],[],[],[]
yaohybrid_lan,"[262.345, 272.262, 264.739, 267.135, 265.206, 267.682, 264.135, 267.229, 262.477, 266.872]","[2023.6129999999998, 1976.826, 1982.784, 1998.96, 1989.667, 1996.5550000000003, 2027.787, 2013.7979999999998, 2003.7009999999998, 1972.9880000000003]","[239.06699999999998, 245.98700000000002, 239.003, 239.324, 239.362, 239.82, 239.375, 242.791, 239.643, 244.272]","[787.721, 794.809, 783.346, 802.4839999999999, 775.4779999999998, 781.8969999999999, 797.256, 777.9459999999999, 796.6529999999999, 787.213]","[428.522, 400.899, 399.36199999999997, 398.15999999999997, 400.435, 399.185, 404.74, 399.845, 399.384, 399.23]","[555.818, 583.954, 563.231, 560.546, 565.255, 559.607, 583.537, 552.264, 556.153, 570.5419999999999]","[256.71299999999997, 256.484, 257.161, 266.192, 254.027, 262.34299999999996, 257.019, 255.098, 257.033, 270.301]","[5434.7429999999995, 5421.937, 5448.282, 5409.443, 5471.896, 5481.928, 5414.3330000000005, 5400.982999999999, 5510.264, 5398.235000000001]","[819.243, 815.5559999999999, 840.587, 824.438, 808.197, 810.472, 822.883, 825.0569999999999, 807.633, 803.806]"
