,1,2,3,4,5,6,7,8,9,10
gcd,0.864324,0.864291,0.86754,0.865781,0.866361,0.868637,0.866454,0.866983,0.866232,0.866558
histogram,1.91296,1.95112,2.05067,1.85733,1.81511,1.95479,1.90742,1.85362,1.85363,1.81663
biomatch,1.20326,1.24851,1.25246,1.20033,1.19801,1.34294,1.20207,1.29126,1.2013,1.24994
kmeans,2.53761,2.58034,2.5672,2.62612,2.67322,2.6207,2.58389,2.62872,2.66738,2.57422
gauss,0.968879,0.970639,0.970081,0.973179,0.971365,0.969537,0.971974,0.96958,0.971564,0.973314
db_join2,1.8282,1.79503,1.861,1.70125,1.75394,1.90306,1.85861,1.70215,1.7063,1.85111
db_merge,0.928719,0.93043,0.928488,0.930087,0.931329,0.928345,0.930785,0.927778,0.929447,0.92941
mnist,10.0053,9.60536,10.74,10.2882,10.0928,9.85601,10.0085,9.86971,9.88534,10.0599
cryptonets,2.473,2.45403,2.51211,2.53165,2.50616,2.50389,2.4671,2.42401,2.44919,2.38361
