,biomatch,kmeans,gcd,histogram,db_merge,db_join2,gauss,mnist,cryptonets
yaohybrid_lan,"[291.4, 307.95, 290.91, 288.75, 291.64, 302.35, 307.07, 291.97, 294.87, 292.77]","[2966.0, 5314.5, 5442.5, 4883.7, 5469.2, 3916.6, 4079.5000000000005, 4413.0, 3618.2, 2803.6]","[275.98, 268.52, 264.73999999999995, 265.55, 265.90999999999997, 266.90000000000003, 272.37, 261.34000000000003, 249.85999999999999, 275.59]","[839.0600000000001, 867.4699999999999, 824.7600000000001, 824.0, 833.78, 834.82, 829.17, 819.2700000000001, 847.58, 842.0]",,,,"[5725.900000000001, 5852.7, 5845.799999999999, 5878.9, 6360.400000000001, 5968.200000000001, 6159.6, 6068.3, 6574.099999999999, 7013.7]","[891.25, 886.1, 864.9, 907.04, 882.97, 924.86, 919.13, 889.0, 886.5, 843.89]"
lan_optimized_lan,"[420.88, 483.60999999999996, 483.58, 436.45, 465.81, 470.74, 458.38, 414.9, 446.29999999999995, 432.2]","[4316.3, 5288.700000000001, 4505.3, 4585.099999999999, 5205.9, 5392.0, 5725.7, 4941.6, 4464.0, 4290.5]","[3347.7999999999997, 3325.2999999999997, 3276.3, 3289.0, 3469.3999999999996, 3481.3, 3291.7000000000003, 3378.4, 3502.0, 3340.5]","[826.68, 840.86, 824.48, 836.75, 849.23, 852.36, 824.97, 840.45, 840.09, 833.92]","[734.9, 738.23, 736.8, 726.24, 705.41, 720.35, 707.09, 732.36, 735.3100000000001, 711.57]","[646.18, 704.02, 855.0600000000001, 885.95, 631.7700000000001, 626.86, 1168.5, 931.55, 610.5699999999999, 622.59]","[1002.1999999999999, 1028.8999999999999, 1020.3, 999.33, 1030.0, 1014.8999999999999, 1060.4, 1079.9, 1002.9999999999999, 1032.0]",,"[951.4599999999999, 916.9399999999999, 879.38, 932.9300000000001, 926.31, 927.5400000000001, 923.8199999999999, 876.19, 917.6999999999999, 957.99]"
yaohybrid_wan,"[1580.5, 1361.3999999999999, 1325.9, 1646.8, 1317.8000000000002, 2170.7999999999997, 1612.7, 1645.6, 2355.3, 1427.4]","[9244.1, 9993.3, 11875.0, 11330.0, 10241.0, 9426.8, 12520.0, 10225.0, 9806.2, 9559.4]","[871.76, 1800.5, 894.2600000000001, 893.9, 903.37, 1784.1, 1357.0, 1639.3, 1200.0, 1658.6000000000001]","[1673.4, 1672.5, 3165.0, 2308.8, 1676.3999999999999, 3408.6, 5589.9, 1671.8999999999999, 4614.5, 5722.0]",,"[4817.0, 3455.2000000000003, 2160.1, 3049.5, 2825.1, 2273.0, 2508.7000000000003, 2532.6, 6190.400000000001, 2823.3]",,"[13157.0, 14180.0, 12932.0, 13791.0, 14094.0, 14268.0, 14503.0, 13290.0, 17118.0, 13314.0]","[2723.0, 3442.4, 4556.5, 3011.0, 2936.3, 3728.0, 4149.099999999999, 3811.4, 2743.6, 5708.3]"
wan_optimized_wan,"[3669.2999999999997, 2880.0, 3693.7000000000003, 3704.8, 3083.5, 3341.7, 2715.0, 3319.4, 3336.1, 2668.7]","[76531.0, 77843.0, 75531.0, 75335.0, 75815.0, 77448.0, 77377.0, 76097.0, 75745.0, 75143.0]","[459530.0, 459730.0, 459600.0, 459940.0, 461940.0, 461960.0, 459660.0, 459450.0, 461900.0, 460780.0]","[3627.4, 1748.3999999999999, 1887.7, 8520.699999999999, 5834.3, 5544.900000000001, 4795.099999999999, 1980.3, 3342.9, 3252.6000000000004]","[23766.0, 25728.0, 23970.0, 25160.0, 25869.0, 25780.0, 22956.0, 23079.0, 23064.0, 24625.0]","[3308.9, 3508.4, 8120.799999999999, 3176.2000000000003, 3553.0, 3150.3, 5778.400000000001, 3578.3999999999996, 4254.900000000001, 4083.5]","[106820.0, 106810.0, 106770.0, 106720.0, 107390.0, 106770.0, 107300.0, 107140.0, 107120.0, 107540.0]",,"[2700.7, 3244.8, 3459.2999999999997, 2644.4, 2646.3, 4464.8, 3029.1, 2783.0, 2671.2, 2718.7999999999997]"
yaoonly_lan,,,,,"[496.8, 603.9, 489.12, 589.1800000000001, 501.12999999999994, 501.36, 502.70000000000005, 490.27, 492.51, 488.36]",,"[288.87, 263.40000000000003, 273.1, 274.40999999999997, 309.49, 256.83, 273.07, 259.63000000000005, 270.04, 271.86]",,
yaoonly_wan,,,,,"[1304.0, 5573.2, 1250.1, 1261.8, 1268.5, 1271.6000000000001, 2109.5, 1266.0, 1997.0, 1275.0]",,"[1021.2000000000002, 1529.0, 1012.1, 1760.8, 1749.4, 1773.0, 1060.2, 1034.6, 910.73, 1761.8]",,
gmwhybrid_lan,,,,,,"[1341.3999999999999, 884.0, 903.2900000000001, 854.03, 1413.0, 992.6700000000001, 1745.3000000000002, 1217.3, 986.5500000000001, 1387.1]",,,
