,biomatch,kmeans,gcd,histogram,db_merge,db_join2,gauss,mnist,cryptonets
yaohybrid_lan,"[274.1, 276.82, 273.76, 277.3, 280.7, 283.59000000000003, 275.68, 275.81, 277.28999999999996, 274.02]",,"[587.33, 348.1, 309.28, 349.97, 249.10999999999999, 254.30000000000004, 242.66, 259.35999999999996, 252.82, 254.06]","[829.31, 945.8299999999999, 1151.0, 869.37, 1220.0, 1189.2, 1218.3999999999999, 1054.0, 1144.9, 1257.9]",,"[627.8399999999999, 637.5300000000001, 647.1, 632.44, 634.28, 654.06, 630.89, 629.5600000000001, 643.46, 635.71]",,"[6743.0, 5974.0, 5879.5, 5665.4, 5766.7, 5718.4, 6445.400000000001, 6284.7, 5707.4, 6466.1]",
lan_optimized_lan,"[1102.5, 1670.4, 1142.2, 1644.0, 1679.8999999999999, 1416.4, 1512.8999999999999, 1305.9, 1678.7, 1535.5]",,"[599.99, 238.21, 239.91000000000003, 237.38, 239.43, 240.96, 249.56, 236.92, 239.79, 239.04]","[1066.0, 933.61, 940.1800000000001, 940.26, 841.23, 837.3699999999999, 947.0, 852.4399999999999, 996.54, 852.11]","[458.33000000000004, 459.72, 457.28999999999996, 475.56, 527.01, 454.86, 454.27, 451.46999999999997, 599.3100000000001, 470.58]","[4732.700000000001, 6511.9, 6351.5, 6378.0, 5356.099999999999, 5394.599999999999, 6713.7, 6931.5, 6801.1, 6365.8]","[320.5, 286.84, 293.19, 255.2, 368.65, 361.98, 350.6, 391.99, 375.69, 364.57]",,"[1524.0, 1558.0, 1640.2, 1668.1, 1637.7, 1638.4, 1606.3, 1629.5, 1626.1000000000001, 1677.5]"
yaohybrid_wan,"[1413.1, 1264.6, 1313.0, 1406.3000000000002, 1317.1999999999998, 1265.5, 1311.1999999999998, 1218.3, 1217.6, 1361.3999999999999]",,,,,,,"[10006.0, 9814.3, 10411.0, 11744.0, 10434.0, 10147.0, 13557.0, 10342.0, 10227.0, 9922.0]","[2453.3, 2866.0, 2726.6, 2752.3, 2852.0, 2757.4, 2875.4, 3022.8, 2749.0, 2786.4]"
wan_optimized_wan,"[2342.1, 2471.8, 2417.9, 2462.2999999999997, 2365.0, 2411.6, 2316.3, 2422.2999999999997, 2323.5, 2377.0]",,"[879.47, 855.5899999999999, 856.29, 856.1800000000001, 857.1, 855.6, 856.41, 857.56, 857.89, 857.29]","[1787.5, 1781.0, 1759.9, 1722.3, 1739.4, 1662.4, 1762.5, 1722.6, 1725.7, 1783.0]","[1375.6, 1414.7, 1666.1, 1689.0, 1547.6000000000001, 1540.1000000000001, 1608.3, 1598.3, 1538.8999999999999, 1601.0]","[2370.6, 3105.7999999999997, 2411.0, 3086.0, 2823.9, 3276.4, 2433.8, 2371.6, 3056.1, 2680.5]","[894.5699999999999, 871.4, 874.6, 872.4399999999999, 926.8, 871.3, 928.6, 984.97, 984.22, 984.1600000000001]",,"[2474.8, 2515.8, 2419.2, 2463.2000000000003, 2399.0, 2541.6, 2552.0, 2562.3999999999996, 2510.7, 2422.2999999999997]"
gmwonly_lan,,"[18818.0, 18540.0, 19095.0, 18782.0, 18847.0, 18613.0, 19035.0, 18596.0, 18474.0, 18648.0]",,,,,,,
gmwonly_wan,,"[121700.0, 142310.0, 116400.0, 127810.0, 129680.0, 118580.0, 113470.0, 106300.0, 102790.0, 101930.0]",,,,,,,
yaoonly_wan,,,"[889.0400000000001, 909.54, 856.5500000000001, 854.84, 853.93, 855.36, 855.05, 853.1300000000001, 855.8599999999999, 855.25]","[1712.6, 1783.1, 2117.6, 1987.1000000000001, 1779.0, 1827.0, 2039.4, 1763.3000000000002, 1836.0, 1813.0]","[1341.6999999999998, 1327.0, 1551.7, 1414.9, 1339.3999999999999, 1575.1, 1370.5, 1424.5, 1325.0, 1595.2]","[3398.5, 3900.7000000000003, 4427.1, 3648.8, 4384.1, 4346.8, 5112.4, 5446.1, 4383.0, 4545.099999999999]","[899.9300000000001, 989.5899999999999, 1050.5, 1048.6, 1050.1000000000001, 992.4, 991.2800000000001, 987.34, 931.22, 1051.8000000000002]",,
yaoonly_lan,,,,,"[505.29999999999995, 505.97999999999996, 553.1, 496.2, 541.8, 516.61, 501.85999999999996, 505.49999999999994, 505.85999999999996, 539.0899999999999]",,"[293.26000000000005, 361.83, 253.41000000000003, 250.13000000000002, 257.0, 263.16, 262.90999999999997, 302.05, 252.83, 264.29999999999995]",,
gmwhybrid_lan,,,,,,,,,"[871.22, 931.5400000000001, 966.62, 900.97, 980.92, 977.51, 931.8, 945.64, 951.4, 972.21]"
